id,nombre,linea,ramal,barrio,comuna,anillo,distancia,cantidad_delitos,area_km2,densidad,base,densidad_relativa
79,Chilavert,Mitre, Retiro - J. L. Suárez,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
79,Chilavert,Mitre, Retiro - J. L. Suárez,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
79,Chilavert,Mitre, Retiro - J. L. Suárez,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
150,General Urquiza,Mitre, Retiro - J. L. Suárez,Villa Urquiza,Comuna 12,1,0-100 m,172.0,0.03136548490540953,5483.734765099569,5483.734765099569,1.0
150,General Urquiza,Mitre, Retiro - J. L. Suárez,Villa Urquiza,Comuna 12,2,100-200 m,742.0,0.09409645471650507,7885.525573046365,5483.734765099569,1.4379844961198058
150,General Urquiza,Mitre, Retiro - J. L. Suárez,Villa Urquiza,Comuna 12,3,200-300 m,547.0,0.15682742452706455,3487.910368033885,5483.734765099569,0.6360465116278384
190,J. L. Suárez,Mitre, Retiro - J. L. Suárez,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
190,J. L. Suárez,Mitre, Retiro - J. L. Suárez,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
190,J. L. Suárez,Mitre, Retiro - J. L. Suárez,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
236,L. M. Drago,Mitre, Retiro - J. L. Suárez,Villa Urquiza,Comuna 12,1,0-100 m,61.0,0.03136548490540953,1944.8129108783353,1944.8129108783353,1.0
236,L. M. Drago,Mitre, Retiro - J. L. Suárez,Villa Urquiza,Comuna 12,2,100-200 m,214.0,0.09409645471650507,2274.262092495852,1944.8129108783353,1.1693989071003892
236,L. M. Drago,Mitre, Retiro - J. L. Suárez,Villa Urquiza,Comuna 12,3,200-300 m,324.0,0.15682742452706455,2065.965190572173,1944.8129108783353,1.0622950819670987
249,Malaver,Mitre, Retiro - J. L. Suárez,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
249,Malaver,Mitre, Retiro - J. L. Suárez,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
249,Malaver,Mitre, Retiro - J. L. Suárez,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
271,Miguelete,Mitre, Retiro - J. L. Suárez,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
271,Miguelete,Mitre, Retiro - J. L. Suárez,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
271,Miguelete,Mitre, Retiro - J. L. Suárez,,,3,200-300 m,12.0,0.15682742452706455,76.51722928045085,0.0,
318,Pueyrredón,Mitre, Retiro - J. L. Suárez,Villa Pueyrredon,Comuna 12,1,0-100 m,30.0,0.03136548490540953,956.4653660057387,956.4653660057387,1.0
318,Pueyrredón,Mitre, Retiro - J. L. Suárez,Villa Pueyrredon,Comuna 12,2,100-200 m,117.0,0.09409645471650507,1243.4049758038068,956.4653660057387,1.2999999999961802
318,Pueyrredón,Mitre, Retiro - J. L. Suárez,Villa Pueyrredon,Comuna 12,3,200-300 m,204.0,0.15682742452706455,1300.7928977676645,956.4653660057387,1.3599999999998535
353,San Andrés,Mitre, Retiro - J. L. Suárez,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
353,San Andrés,Mitre, Retiro - J. L. Suárez,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
353,San Andrés,Mitre, Retiro - J. L. Suárez,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
360,San Martín,Mitre, Retiro - J. L. Suárez,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
360,San Martín,Mitre, Retiro - J. L. Suárez,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
360,San Martín,Mitre, Retiro - J. L. Suárez,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
412,Villa Ballester,Mitre, Retiro - J. L. Suárez,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
412,Villa Ballester,Mitre, Retiro - J. L. Suárez,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
412,Villa Ballester,Mitre, Retiro - J. L. Suárez,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
181,Ingeniero Castello,Belgrano Sur, Buenos Aires - Gonzalez Catán,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
181,Ingeniero Castello,Belgrano Sur, Buenos Aires - Gonzalez Catán,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
181,Ingeniero Castello,Belgrano Sur, Buenos Aires - Gonzalez Catán,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
321,Querandí,Belgrano Sur, Buenos Aires - Gonzalez Catán,,,1,0-100 m,0.0,0.03136548490540953,0.0,0.0,
321,Querandí,Belgrano Sur, Buenos Aires - Gonzalez Catán,,,2,100-200 m,0.0,0.09409645471650507,0.0,0.0,
321,Querandí,Belgrano Sur, Buenos Aires - Gonzalez Catán,,,3,200-300 m,0.0,0.15682742452706455,0.0,0.0,
