id,banco,red,ubicacion,barrio,comuna,anillo,distancia,cantidad_delitos,area_km2,densidad,base,densidad_relativa
11029,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 345,San Nicolas,Comuna 1,3,100-150 m,0.0,0.03920685613180504,0.0,5228.677334161035,0.0
11420,BANCO HIPOTECARIO S.A.,LINK,Av. Corrientes 3820,Almagro,Comuna 5,1,0-50 m,90.0,0.007841371226357887,11477.584392060808,11477.584392060808,1.0
11420,BANCO HIPOTECARIO S.A.,LINK,Av. Corrientes 3820,Almagro,Comuna 5,2,50-100 m,27.0,0.023524113679051644,1147.758439207155,11477.584392060808,0.1000000000000936
11420,BANCO HIPOTECARIO S.A.,LINK,Av. Corrientes 3820,Almagro,Comuna 5,3,100-150 m,65.0,0.03920685613180504,1657.8733010747903,11477.584392060808,0.14444444444438698
11415,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 4043,Almagro,Comuna 5,1,0-50 m,136.0,0.007841371226357887,17343.905303558553,17343.905303558553,1.0
11415,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 4043,Almagro,Comuna 5,2,50-100 m,114.0,0.023524113679051644,4846.0911877635435,17343.905303558553,0.2794117647061439
11415,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 4043,Almagro,Comuna 5,3,100-150 m,28.0,0.03920685613180504,714.1608066168327,17343.905303558553,0.04117647058821891
11417,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 4055 esquina Medrano,Almagro,Comuna 5,1,0-50 m,27.0,0.007841371226357887,3443.2753176182423,3443.2753176182423,1.0
11417,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 4055 esquina Medrano,Almagro,Comuna 5,2,50-100 m,572.0,0.023524113679051644,24315.47508246269,3443.2753176182423,7.061728395068338
11417,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 4055 esquina Medrano,Almagro,Comuna 5,3,100-150 m,92.0,0.03920685613180504,2346.528364598165,3443.2753176182423,0.6814814814812103
11416,CABAL COOP. LTDA.,LINK,Av. Corrientes 4124/28,Almagro,Comuna 5,1,0-50 m,55.0,0.007841371226357887,7014.079350703827,7014.079350703827,1.0
11416,CABAL COOP. LTDA.,LINK,Av. Corrientes 4124/28,Almagro,Comuna 5,2,50-100 m,12.0,0.023524113679051644,510.11486186984666,7014.079350703827,0.0727272727273408
11416,CABAL COOP. LTDA.,LINK,Av. Corrientes 4124/28,Almagro,Comuna 5,3,100-150 m,7.0,0.03920685613180504,178.54020165420818,7014.079350703827,0.025454545454535325
11418,BANCO DE LA NACION ARGENTINA,LINK,"Av. Corrientes 4279, entre Gascón y Palestina",Almagro,Comuna 5,1,0-50 m,101.0,0.007841371226357887,12880.400262201572,12880.400262201572,1.0
11418,BANCO DE LA NACION ARGENTINA,LINK,"Av. Corrientes 4279, entre Gascón y Palestina",Almagro,Comuna 5,2,50-100 m,40.0,0.023524113679051644,1700.3828728994888,12880.400262201572,0.13201320132025557
11418,BANCO DE LA NACION ARGENTINA,LINK,"Av. Corrientes 4279, entre Gascón y Palestina",Almagro,Comuna 5,3,100-150 m,93.0,0.03920685613180504,2372.034107691623,12880.400262201572,0.18415841584151088
11213,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5066 esquina Araoz,Villa Crespo,Comuna 15,1,0-50 m,27.0,0.007841371226357887,3443.2753176182423,3443.2753176182423,1.0
11213,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5066 esquina Araoz,Villa Crespo,Comuna 15,2,50-100 m,31.0,0.023524113679051644,1317.796726497104,3443.2753176182423,0.38271604938307424
11213,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5066 esquina Araoz,Villa Crespo,Comuna 15,3,100-150 m,75.0,0.03920685613180504,1912.9307320093733,3443.2753176182423,0.5555555555553344
11212,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5273,Villa Crespo,Comuna 15,1,0-50 m,128.0,0.007841371226357887,16323.675579819816,16323.675579819816,1.0
11212,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5273,Villa Crespo,Comuna 15,2,50-100 m,5.0,0.023524113679051644,212.5478591124361,16323.675579819816,0.013020833333345519
11212,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes 5273,Villa Crespo,Comuna 15,3,100-150 m,1.0,0.03920685613180504,25.50574309345831,16323.675579819816,0.0015624999999993782
11205,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 5399,Villa Crespo,Comuna 15,1,0-50 m,11.0,0.007841371226357887,1402.8158701407654,1402.8158701407654,1.0
11205,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 5399,Villa Crespo,Comuna 15,2,50-100 m,3.0,0.023524113679051644,127.52871546746167,1402.8158701407654,0.090909090909176
11205,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Corrientes 5399,Villa Crespo,Comuna 15,3,100-150 m,2.0,0.03920685613180504,51.01148618691662,1402.8158701407654,0.036363636363621894
11208,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 5401,Villa Crespo,Comuna 15,1,0-50 m,21.0,0.007841371226357887,2678.1030248141883,2678.1030248141883,1.0
11208,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 5401,Villa Crespo,Comuna 15,2,50-100 m,26.0,0.023524113679051644,1105.2488673846678,2678.1030248141883,0.41269841269879903
11208,BANCO DE LA NACION ARGENTINA,LINK,Av. Corrientes 5401,Villa Crespo,Comuna 15,3,100-150 m,7.0,0.03920685613180504,178.54020165420818,2678.1030248141883,0.06666666666664015
11169,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Aguero,,,1,0-50 m,597.0,0.007841371226357887,76134.64313400336,76134.64313400336,1.0
11169,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Aguero,,,2,50-100 m,76.0,0.023524113679051644,3230.727458509029,76134.64313400336,0.04243439419322788
11169,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Aguero,,,3,100-150 m,122.0,0.03920685613180504,3111.700657401914,76134.64313400336,0.04087102177552813
11768,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Dorrego,,,1,0-50 m,447.0,0.007841371226357887,57005.33581390201,57005.33581390201,1.0
11768,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Dorrego,,,2,50-100 m,51.0,0.023524113679051644,2167.988162946848,57005.33581390201,0.038031319910550136
11768,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Dorrego,,,3,100-150 m,61.0,0.03920685613180504,1555.850328700957,57005.33581390201,0.027293064876946636
11767,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Federico Lacroce,,,1,0-50 m,108.0,0.007841371226357887,13773.10127047297,13773.10127047297,1.0
11767,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Federico Lacroce,,,2,50-100 m,114.0,0.023524113679051644,4846.0911877635435,13773.10127047297,0.35185185185218115
11767,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes s/n esquina Federico Lacroce,,,3,100-150 m,27.0,0.03920685613180504,688.6550635233745,13773.10127047297,0.04999999999998011
11168,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pasteur,,,1,0-50 m,540.0,0.007841371226357887,68865.50635236484,68865.50635236484,1.0
11168,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pasteur,,,2,50-100 m,244.0,0.023524113679051644,10372.335524686883,68865.50635236484,0.15061728395075827
11168,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pasteur,,,3,100-150 m,4.0,0.03920685613180504,102.02297237383324,68865.50635236484,0.001481481481480892
11165,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pueyrredon,,,1,0-50 m,1905.0,0.007841371226357887,242942.20296528708,242942.20296528708,1.0
11165,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pueyrredon,,,2,50-100 m,578.0,0.023524113679051644,24570.532513397615,242942.20296528708,0.10113735783036588
11165,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Pueyrredon,,,3,100-150 m,623.0,0.03920685613180504,15890.077947224529,242942.20296528708,0.0654068241469556
11167,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Uruguay,,,1,0-50 m,90.0,0.007841371226357887,11477.584392060808,11477.584392060808,1.0
11167,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Uruguay,,,2,50-100 m,33.0,0.023524113679051644,1402.8158701420784,11477.584392060808,0.12222222222233663
11167,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Corrientes S/N esquina Uruguay,,,3,100-150 m,8.0,0.03920685613180504,204.04594474766648,11477.584392060808,0.017777777777770704
10887,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Del Barco Centenera 2906,Nueva Pompeya,Comuna 4,1,0-50 m,8.0,0.007841371226357887,1020.2297237387385,1020.2297237387385,1.0
10887,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Del Barco Centenera 2906,Nueva Pompeya,Comuna 4,2,50-100 m,52.0,0.023524113679051644,2210.4977347693357,1020.2297237387385,2.1666666666686947
10887,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Del Barco Centenera 2906,Nueva Pompeya,Comuna 4,3,100-150 m,30.0,0.03920685613180504,765.1722928037493,1020.2297237387385,0.7499999999997015
11195,CABAL COOP. LTDA.,LINK,Av. Del Libertador 6335,Belgrano,Comuna 13,1,0-50 m,12.0,0.007841371226357887,1530.3445856081078,1530.3445856081078,1.0
11195,CABAL COOP. LTDA.,LINK,Av. Del Libertador 6335,Belgrano,Comuna 13,2,50-100 m,18.0,0.023524113679051644,765.17229280477,1530.3445856081078,0.500000000000468
11195,CABAL COOP. LTDA.,LINK,Av. Del Libertador 6335,Belgrano,Comuna 13,3,100-150 m,5.0,0.03920685613180504,127.52871546729156,1530.3445856081078,0.08333333333330017
11532,BANCO DE LA NACION ARGENTINA,LINK,Av. Del Libertador 8250,Nuñez,Comuna 13,1,0-50 m,18.0,0.007841371226357887,2295.5168784121615,2295.5168784121615,1.0
11532,BANCO DE LA NACION ARGENTINA,LINK,Av. Del Libertador 8250,Nuñez,Comuna 13,2,50-100 m,38.0,0.023524113679051644,1615.3637292545145,2295.5168784121615,0.7037037037043623
11532,BANCO DE LA NACION ARGENTINA,LINK,Av. Del Libertador 8250,Nuñez,Comuna 13,3,100-150 m,14.0,0.03920685613180504,357.08040330841635,2295.5168784121615,0.15555555555549364
11710,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901,Retiro,Comuna 1,1,0-50 m,8.0,0.007841371226357887,1020.2297237387385,1020.2297237387385,1.0
11710,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901,Retiro,Comuna 1,2,50-100 m,0.0,0.023524113679051644,0.0,1020.2297237387385,0.0
11710,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901,Retiro,Comuna 1,3,100-150 m,7.0,0.03920685613180504,178.54020165420818,1020.2297237387385,0.17499999999993035
11702,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901 esquina Av. Antártida,Retiro,Comuna 1,1,0-50 m,30.0,0.007841371226357887,3825.861464020269,3825.861464020269,1.0
11702,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901 esquina Av. Antártida,Retiro,Comuna 1,2,50-100 m,3.0,0.023524113679051644,127.52871546746167,3825.861464020269,0.03333333333336453
11702,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Los Inmigrantes 1901 esquina Av. Antártida,Retiro,Comuna 1,3,100-150 m,4.0,0.03920685613180504,102.02297237383324,3825.861464020269,0.026666666666656055
11723,BANCO DE LA NACION ARGENTINA,LINK,Av. De Los Inmigrantes 2048,Retiro,Comuna 1,1,0-50 m,10.0,0.007841371226357887,1275.2871546734232,1275.2871546734232,1.0
11723,BANCO DE LA NACION ARGENTINA,LINK,Av. De Los Inmigrantes 2048,Retiro,Comuna 1,2,50-100 m,70.0,0.023524113679051644,2975.6700275741055,1275.2871546734232,2.333333333335517
11723,BANCO DE LA NACION ARGENTINA,LINK,Av. De Los Inmigrantes 2048,Retiro,Comuna 1,3,100-150 m,37.0,0.03920685613180504,943.7124944579575,1275.2871546734232,0.7399999999997054
11394,BANCO DE LA NACION ARGENTINA,LINK,Av. De Mayo 1464,Monserrat,Comuna 1,1,0-50 m,82.0,0.007841371226357887,10457.35466832207,10457.35466832207,1.0
11394,BANCO DE LA NACION ARGENTINA,LINK,Av. De Mayo 1464,Monserrat,Comuna 1,2,50-100 m,20.0,0.023524113679051644,850.1914364497444,10457.35466832207,0.08130081300820616
11394,BANCO DE LA NACION ARGENTINA,LINK,Av. De Mayo 1464,Monserrat,Comuna 1,3,100-150 m,28.0,0.03920685613180504,714.1608066168327,10457.35466832207,0.06829268292680209
11388,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo 525,Monserrat,Comuna 1,1,0-50 m,244.0,0.007841371226357887,31117.006574031522,31117.006574031522,1.0
11388,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo 525,Monserrat,Comuna 1,2,50-100 m,115.0,0.023524113679051644,4888.600759586031,31117.006574031522,0.15710382513675908
11388,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo 525,Monserrat,Comuna 1,3,100-150 m,2.0,0.03920685613180504,51.01148618691662,31117.006574031522,0.0016393442622944295
11383,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo S/N esquina Bernardo De Yrigoyen piso,,,1,0-50 m,348.0,0.007841371226357887,44379.99298263512,44379.99298263512,1.0
11383,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo S/N esquina Bernardo De Yrigoyen piso,,,2,50-100 m,336.0,0.023524113679051644,14283.216132355707,44379.99298263512,0.32183908046007137
11383,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. De Mayo S/N esquina Bernardo De Yrigoyen piso,,,3,100-150 m,154.0,0.03920685613180504,3927.88443639258,44379.99298263512,0.08850574712640157
11663,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Díaz Velez 5044,Caballito,Comuna 6,1,0-50 m,213.0,0.007841371226357887,27163.61639454391,27163.61639454391,1.0
11663,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Díaz Velez 5044,Caballito,Comuna 6,2,50-100 m,183.0,0.023524113679051644,7779.251643515162,27163.61639454391,0.28638497652608963
11663,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Díaz Velez 5044,Caballito,Comuna 6,3,100-150 m,84.0,0.03920685613180504,2142.482419850498,27163.61639454391,0.07887323943658832
11666,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Directorio 1251,Caballito,Comuna 6,1,0-50 m,35.0,0.007841371226357887,4463.505041356981,4463.505041356981,1.0
11666,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Directorio 1251,Caballito,Comuna 6,2,50-100 m,187.0,0.023524113679051644,7949.289930805111,4463.505041356981,1.780952380954048
11666,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Directorio 1251,Caballito,Comuna 6,3,100-150 m,80.0,0.03920685613180504,2040.459447476665,4463.505041356981,0.4571428571426753
10982,CABAL COOP. LTDA.,LINK,Av. Donato Alvarez 2137,Paternal,Comuna 15,1,0-50 m,28.0,0.007841371226357887,3570.8040330855847,3570.8040330855847,1.0
10982,CABAL COOP. LTDA.,LINK,Av. Donato Alvarez 2137,Paternal,Comuna 15,2,50-100 m,36.0,0.023524113679051644,1530.34458560954,3570.8040330855847,0.42857142857182967
10982,CABAL COOP. LTDA.,LINK,Av. Donato Alvarez 2137,Paternal,Comuna 15,3,100-150 m,16.0,0.03920685613180504,408.09188949533296,3570.8040330855847,0.11428571428566879
11215,CABAL COOP. LTDA.,LINK,Av. Dr. Honorio Pueyrredón 1891,Villa Crespo,Comuna 15,1,0-50 m,85.0,0.007841371226357887,10839.940814724096,10839.940814724096,1.0
11215,CABAL COOP. LTDA.,LINK,Av. Dr. Honorio Pueyrredón 1891,Villa Crespo,Comuna 15,2,50-100 m,37.0,0.023524113679051644,1572.8541574320273,10839.940814724096,0.1450980392158221
11215,CABAL COOP. LTDA.,LINK,Av. Dr. Honorio Pueyrredón 1891,Villa Crespo,Comuna 15,3,100-150 m,76.0,0.03920685613180504,1938.4364751028318,10839.940814724096,0.17882352941169355
11774,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Elcano 3174,Colegiales,Comuna 13,1,0-50 m,46.0,0.007841371226357887,5866.320911497746,5866.320911497746,1.0
11774,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Elcano 3174,Colegiales,Comuna 13,2,50-100 m,48.0,0.023524113679051644,2040.4594474793867,5866.320911497746,0.3478260869568473
11774,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Elcano 3174,Colegiales,Comuna 13,3,100-150 m,70.0,0.03920685613180504,1785.4020165420818,5866.320911497746,0.3043478260868354
11203,CABAL COOP. LTDA.,LINK,Av. Entre Ríos 1062,Constitucion,Comuna 1,1,0-50 m,40.0,0.007841371226357887,5101.148618693693,5101.148618693693,1.0
11203,CABAL COOP. LTDA.,LINK,Av. Entre Ríos 1062,Constitucion,Comuna 1,2,50-100 m,58.0,0.023524113679051644,2465.555165704259,5101.148618693693,0.48333333333378564
11203,CABAL COOP. LTDA.,LINK,Av. Entre Ríos 1062,Constitucion,Comuna 1,3,100-150 m,194.0,0.03920685613180504,4948.114160130913,5101.148618693693,0.969999999999614
11200,BANCO DE LA NACION ARGENTINA,LINK,Av. Entre Ríos 1201,San Cristobal,Comuna 3,1,0-50 m,295.0,0.007841371226357887,37620.97106286598,37620.97106286598,1.0
11200,BANCO DE LA NACION ARGENTINA,LINK,Av. Entre Ríos 1201,San Cristobal,Comuna 3,2,50-100 m,13.0,0.023524113679051644,552.6244336923339,37620.97106286598,0.014689265536736914
11200,BANCO DE LA NACION ARGENTINA,LINK,Av. Entre Ríos 1201,San Cristobal,Comuna 3,3,100-150 m,8.0,0.03920685613180504,204.04594474766648,37620.97106286598,0.0054237288135571635
11199,BANCO PIANO S.A.,LINK,Av. Entre Rios 1238,Constitucion,Comuna 1,1,0-50 m,37.0,0.007841371226357887,4718.5624722916655,4718.5624722916655,1.0
11199,BANCO PIANO S.A.,LINK,Av. Entre Rios 1238,Constitucion,Comuna 1,2,50-100 m,161.0,0.023524113679051644,6844.041063420443,4718.5624722916655,1.4504504504518079
11199,BANCO PIANO S.A.,LINK,Av. Entre Rios 1238,Constitucion,Comuna 1,3,100-150 m,77.0,0.03920685613180504,1963.94221819629,4718.5624722916655,0.4162162162160506
11675,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Entre Ríos 1492 esquina Pavon,Constitucion,Comuna 1,1,0-50 m,123.0,0.007841371226357887,15686.032002483103,15686.032002483103,1.0
11675,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Entre Ríos 1492 esquina Pavon,Constitucion,Comuna 1,2,50-100 m,59.0,0.023524113679051644,2508.0647375267463,15686.032002483103,0.15989159891613883
11675,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Entre Ríos 1492 esquina Pavon,Constitucion,Comuna 1,3,100-150 m,284.0,0.03920685613180504,7243.63103854216,15686.032002483103,0.46178861788599507
11681,BANCO DE LA NACION ARGENTINA,LINK,Av. España 2591,Boca,Comuna 4,1,0-50 m,0.0,0.007841371226357887,0.0,0.0,
11681,BANCO DE LA NACION ARGENTINA,LINK,Av. España 2591,Boca,Comuna 4,2,50-100 m,4.0,0.023524113679051644,170.0382872899489,0.0,
11681,BANCO DE LA NACION ARGENTINA,LINK,Av. España 2591,Boca,Comuna 4,3,100-150 m,1.0,0.03920685613180504,25.50574309345831,0.0,
11680,CABAL COOP. LTDA.,LINK,Av. España 3091,Boca,Comuna 4,1,0-50 m,6.0,0.007841371226357887,765.1722928040539,765.1722928040539,1.0
11680,CABAL COOP. LTDA.,LINK,Av. España 3091,Boca,Comuna 4,2,50-100 m,4.0,0.023524113679051644,170.0382872899489,765.1722928040539,0.2222222222224302
11680,CABAL COOP. LTDA.,LINK,Av. España 3091,Boca,Comuna 4,3,100-150 m,12.0,0.03920685613180504,306.06891712149974,765.1722928040539,0.3999999999998408
11523,BANCO DE LA NACION ARGENTINA,LINK,"Av. Eva Perón 2616, entre Varela y Arrotea",Flores,Comuna 7,1,0-50 m,22.0,0.007841371226357887,2805.6317402815307,2805.6317402815307,1.0
11523,BANCO DE LA NACION ARGENTINA,LINK,"Av. Eva Perón 2616, entre Varela y Arrotea",Flores,Comuna 7,2,50-100 m,3.0,0.023524113679051644,127.52871546746167,2805.6317402815307,0.045454545454588
11523,BANCO DE LA NACION ARGENTINA,LINK,"Av. Eva Perón 2616, entre Varela y Arrotea",Flores,Comuna 7,3,100-150 m,1.0,0.03920685613180504,25.50574309345831,2805.6317402815307,0.009090909090905474
10981,CABAL COOP. LTDA.,LINK,Av. Eva Perón 4735,Parque Avellaneda,Comuna 9,1,0-50 m,11.0,0.007841371226357887,1402.8158701407654,1402.8158701407654,1.0
10981,CABAL COOP. LTDA.,LINK,Av. Eva Perón 4735,Parque Avellaneda,Comuna 9,2,50-100 m,4.0,0.023524113679051644,170.0382872899489,1402.8158701407654,0.12121212121223467
10981,CABAL COOP. LTDA.,LINK,Av. Eva Perón 4735,Parque Avellaneda,Comuna 9,3,100-150 m,2.0,0.03920685613180504,51.01148618691662,1402.8158701407654,0.036363636363621894
10980,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Eva Perón 4834/36,Parque Avellaneda,Comuna 9,1,0-50 m,19.0,0.007841371226357887,2423.045593879504,2423.045593879504,1.0
10980,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Eva Perón 4834/36,Parque Avellaneda,Comuna 9,2,50-100 m,119.0,0.023524113679051644,5058.639046875979,2423.045593879504,2.087719298247568
10980,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Eva Perón 4834/36,Parque Avellaneda,Comuna 9,3,100-150 m,49.0,0.03920685613180504,1249.7814115794572,2423.045593879504,0.5157894736840052
11216,BANCO DE LA NACION ARGENTINA,LINK,Av. Fco. Beiró 5252,Villa Devoto,Comuna 11,1,0-50 m,3.0,0.007841371226357887,382.58614640202694,382.58614640202694,1.0
11216,BANCO DE LA NACION ARGENTINA,LINK,Av. Fco. Beiró 5252,Villa Devoto,Comuna 11,2,50-100 m,7.0,0.023524113679051644,297.56700275741053,382.58614640202694,0.7777777777785057
11216,BANCO DE LA NACION ARGENTINA,LINK,Av. Fco. Beiró 5252,Villa Devoto,Comuna 11,3,100-150 m,12.0,0.03920685613180504,306.06891712149974,382.58614640202694,0.7999999999996816
11434,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Fco. Beiró 5327,Villa Real,Comuna 10,1,0-50 m,20.0,0.007841371226357887,2550.5743093468463,2550.5743093468463,1.0
11434,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Fco. Beiró 5327,Villa Real,Comuna 10,2,50-100 m,45.0,0.023524113679051644,1912.930732011925,2550.5743093468463,0.7500000000007019
11434,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Av. Fco. Beiró 5327,Villa Real,Comuna 10,3,100-150 m,37.0,0.03920685613180504,943.7124944579575,2550.5743093468463,0.3699999999998527
11091,CABAL COOP. LTDA.,LINK,Av. F. De La Cruz 3314,Villa Soldati,Comuna 8,1,0-50 m,49.0,0.007841371226357887,6248.9070578997735,6248.9070578997735,1.0
11091,CABAL COOP. LTDA.,LINK,Av. F. De La Cruz 3314,Villa Soldati,Comuna 8,2,50-100 m,38.0,0.023524113679051644,1615.3637292545145,6248.9070578997735,0.25850340136078614
11091,CABAL COOP. LTDA.,LINK,Av. F. De La Cruz 3314,Villa Soldati,Comuna 8,3,100-150 m,293.0,0.03920685613180504,7473.182726383286,6248.9070578997735,1.1959183673464628
11772,BANCO DE LA NACION ARGENTINA,LINK,Av. Federico Lacroze 2668,Colegiales,Comuna 13,1,0-50 m,46.0,0.007841371226357887,5866.320911497746,5866.320911497746,1.0
11772,BANCO DE LA NACION ARGENTINA,LINK,Av. Federico Lacroze 2668,Colegiales,Comuna 13,2,50-100 m,55.0,0.023524113679051644,2338.0264502367972,5866.320911497746,0.3985507246380542
11772,BANCO DE LA NACION ARGENTINA,LINK,Av. Federico Lacroze 2668,Colegiales,Comuna 13,3,100-150 m,133.0,0.03920685613180504,3392.2638314299556,5866.320911497746,0.5782608695649873
11770,CABAL COOP. LTDA.,LINK,Av. Federico Lacroze 3763,Chacarita,Comuna 15,1,0-50 m,21.0,0.007841371226357887,2678.1030248141883,2678.1030248141883,1.0
11770,CABAL COOP. LTDA.,LINK,Av. Federico Lacroze 3763,Chacarita,Comuna 15,2,50-100 m,67.0,0.023524113679051644,2848.141312106644,2678.1030248141883,1.063492063493059
11770,CABAL COOP. LTDA.,LINK,Av. Federico Lacroze 3763,Chacarita,Comuna 15,3,100-150 m,140.0,0.03920685613180504,3570.8040330841636,2678.1030248141883,1.3333333333328028
11769,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Federico Lacroze 3960,Chacarita,Comuna 15,1,0-50 m,19.0,0.007841371226357887,2423.045593879504,2423.045593879504,1.0
11769,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Federico Lacroze 3960,Chacarita,Comuna 15,2,50-100 m,95.0,0.023524113679051644,4038.4093231362863,2423.045593879504,1.6666666666682266
11769,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Av. Federico Lacroze 3960,Chacarita,Comuna 15,3,100-150 m,65.0,0.03920685613180504,1657.8733010747903,2423.045593879504,0.6842105263155172
10956,CABAL COOP. LTDA.,LINK,Av. Figueroa Alcorta 7597,Belgrano,Comuna 13,1,0-50 m,190.0,0.007841371226357887,24230.45593879504,24230.45593879504,1.0
10956,CABAL COOP. LTDA.,LINK,Av. Figueroa Alcorta 7597,Belgrano,Comuna 13,2,50-100 m,33.0,0.023524113679051644,1402.8158701420784,24230.45593879504,0.05789473684215945
10956,CABAL COOP. LTDA.,LINK,Av. Figueroa Alcorta 7597,Belgrano,Comuna 13,3,100-150 m,23.0,0.03920685613180504,586.6320911495412,24230.45593879504,0.02421052631577984
11766,BANCO DE LA NACION ARGENTINA,LINK,Av. Forest 488,Chacarita,Comuna 15,1,0-50 m,83.0,0.007841371226357887,10584.88338378941,10584.88338378941,1.0
11766,BANCO DE LA NACION ARGENTINA,LINK,Av. Forest 488,Chacarita,Comuna 15,2,50-100 m,63.0,0.023524113679051644,2678.103024816695,10584.88338378941,0.2530120481930079
