modelo,threshold,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
XGBoost,0.26,0.6655445705610179,0.14850997950545453,0.9114625195257224,0.2547213696250889,0.8906802466438315,673966,364021,6074,62499
XGBoost,0.27,0.6743023423944476,0.1515139395547953,0.9076675892198889,0.25896424761044823,0.8906802466438315,683917,354070,6334,62239
XGBoost,0.28,0.6828820850202428,0.15458176772496135,0.9037771435852149,0.2632608803249824,0.8906802466438315,693678,344309,6601,61972
XGBoost,0.29,0.691066006362059,0.15755590111348136,0.8995770053075457,0.2673813315712986,0.8906802466438315,703022,334965,6889,61684
XGBoost,0.3,0.6990041208791209,0.16047936171067956,0.8947214314964302,0.2713594594444448,0.8906802466438315,712139,325848,7222,61351
XGBoost,0.31,0.706540991902834,0.16342938516664957,0.8904342440248125,0.27536769742326345,0.8906802466438315,720773,317214,7516,61057
XGBoost,0.32,0.7140227371312898,0.16642418158954092,0.8859548345659392,0.2794051855473105,0.8906802466438315,729359,308628,7823,60750
XGBoost,0.33,0.7211222165991902,0.16943015509883783,0.881795816800593,0.2834353229667149,0.8906802466438315,737500,300487,8108,60465
XGBoost,0.34,0.7281087333718912,0.17249359495962915,0.8774667640235123,0.28749996693920854,0.8906802466438315,745528,292459,8405,60168
XGBoost,0.35,0.7349090876229034,0.1755511386279683,0.8728267559153193,0.29150305938924326,0.8906802466438315,753371,284616,8723,59850
XGBoost,0.36,0.7414193536726431,0.17858878745102177,0.8680863923874467,0.2954277697619141,0.8906802466438315,760900,277087,9048,59525
XGBoost,0.37,0.7477289979757085,0.1817314967482793,0.8638869157115998,0.29948744562505103,0.8906802466438315,768170,269817,9336,59237
XGBoost,0.38,0.7538398279352226,0.1848616080510495,0.8594945738095039,0.3034743280609516,0.8906802466438315,775233,262754,9637,58936
XGBoost,0.39,0.7598015471370735,0.18797437421022098,0.8546242713546242,0.3073729341372783,0.8906802466438315,782164,255823,9971,58602
XGBoost,0.4,0.7656873554077501,0.19108502172525763,0.8491411158965697,0.31118534527030295,0.8906802466438315,789053,248934,10347,58226
XGBoost,0.41,0.7713598901098901,0.19432390093771235,0.8442373886377851,0.3151534643725006,0.8906802466438315,795666,242321,10683,57890
XGBoost,0.42,0.7769167510121457,0.19755737627265785,0.8389708531230552,0.319037815605303,0.8906802466438315,802177,235810,11045,57528
XGBoost,0.43,0.7823190789473684,0.20084834150251582,0.8337486771254408,0.32294921735540133,0.8906802466438315,808513,229474,11403,57170
XGBoost,0.44,0.7877069476576055,0.2042316928287808,0.8281395785240301,0.3268950633509943,0.8906802466438315,814860,223127,11788,56785
XGBoost,0.45,0.7928291281087334,0.20760340568586183,0.8227142263420484,0.3307818385863804,0.8906802466438315,820900,217087,12160,56413
XGBoost,0.46,0.7978293088490457,0.2109655590980266,0.8167826093777328,0.3345561201919045,0.8906802466438315,826840,211147,12567,56006
XGBoost,0.47,0.8026758603238866,0.214393015229428,0.8111021216597628,0.3383693287991724,0.8906802466438315,832593,205394,12957,55616
XGBoost,0.48,0.8075739227877385,0.21807641964874228,0.8056031679750841,0.3424509552198135,0.8906802466438315,838391,199596,13335,55238
XGBoost,0.49,0.8124295112781954,0.22177883042585034,0.7993555812337563,0.3464183413026265,0.8906802466438315,844193,193794,13764,54809
XGBoost,0.5,0.8171152038750723,0.2254434078993408,0.7927284004956316,0.3502281150682649,0.8906802466438315,849833,188154,14219,54354
XGBoost,0.51,0.8219201850780798,0.22947624502361696,0.7861747114371875,0.35440715306415205,0.8906802466438315,855600,182387,14669,53904
XGBoost,0.52,0.8265055668016194,0.23345340522111785,0.779512687693825,0.3584255720266662,0.8906802466438315,861131,176856,15126,53447
XGBoost,0.53,0.8310403412377096,0.23749484442954122,0.7722014153714815,0.3623533741128758,0.8906802466438315,866651,171336,15628,52945
XGBoost,0.54,0.8354757085020242,0.2416824868268188,0.7650901734684904,0.3663765543560854,0.8906802466438315,872047,165940,16116,52457
XGBoost,0.55,0.8398893869288606,0.24592989559897926,0.757179216943444,0.37026557207759847,0.8906802466438315,877474,160513,16659,51914
XGBoost,0.56,0.8441928137651822,0.25030191952141145,0.7492784468274146,0.37418612616535835,0.8906802466438315,882778,155209,17201,51372
XGBoost,0.57,0.8484203296703298,0.25478998682611514,0.7413682255302626,0.37810947232703673,0.8906802466438315,887999,149988,17744,50829
XGBoost,0.58,0.8526126012145749,0.259459497501555,0.7331817956834634,0.382069779043342,0.8906802466438315,893200,144787,18306,50267
XGBoost,0.59,0.8566955248698669,0.26415962857793934,0.724250608007137,0.38581211179631525,0.8906802466438315,898331,139656,18919,49654
XGBoost,0.6,0.8608046558704453,0.2692628121687307,0.7158737510401891,0.3899297271130743,0.8906802466438315,903453,134534,19494,49079
XGBoost,0.61,0.8649092683632157,0.2745764532902034,0.7066306031665741,0.3939633046963575,0.8906802466438315,908629,129358,20128,48445
XGBoost,0.62,0.8688729034123771,0.27991353961966337,0.697350102623831,0.3978541382158364,0.8906802466438315,913652,124335,20765,47808
XGBoost,0.63,0.872841960670908,0.28558168095908976,0.6875734379077915,0.40181367174646565,0.8906802466438315,918715,119272,21436,47137
XGBoost,0.64,0.8766745589936379,0.29131690201546373,0.6780495356939524,0.4057138293764583,0.8906802466438315,923610,114377,22090,46483
XGBoost,0.65,0.8805008314054368,0.2973344751016367,0.6678449653034023,0.4095711290371672,0.8906802466438315,928544,109443,22790,45783
XGBoost,0.66,0.88426745951417,0.303654713308552,0.6577060567119126,0.41349085267211816,0.8906802466438315,933407,104580,23485,45088
XGBoost,0.67,0.8879617914979757,0.31037599659468046,0.6479362771018253,0.4176273904613962,0.8906802466438315,938165,99822,24155,44418
XGBoost,0.68,0.8915838273568536,0.3173939310184479,0.6381226120059893,0.42176943592402993,0.8906802466438315,942846,95141,24828,43745
XGBoost,0.69,0.8951389893001735,0.32466088557553047,0.6278116072782955,0.4257755335622326,0.8906802466438315,947487,90500,25535,43038
XGBoost,0.7,0.8985757663389242,0.3320237553935561,0.6167093565668045,0.42937198549019157,0.8906802466438315,952051,85936,26296,42277
XGBoost,0.71,0.9020369433198381,0.3399463473661312,0.6049907586331772,0.43295621070466456,0.8906802466438315,956685,81302,27100,41473
XGBoost,0.72,0.905461972238288,0.34853067172012925,0.59318834420438,0.4367148420010226,0.8906802466438315,961284,76703,27909,40664
XGBoost,0.73,0.9086556535569693,0.35711227228077247,0.5814579087047405,0.440075093623782,0.8906802466438315,965622,72365,28713,39860
XGBoost,0.74,0.9117580610179294,0.3658637483989354,0.5685062888906658,0.44284240613877957,0.8906802466438315,969943,68044,29601,38972
XGBoost,0.75,0.9147917871602083,0.37525977183602954,0.5552950976441813,0.44549035733255116,0.8906802466438315,974206,63781,30507,38066
XGBoost,0.76,0.9176872469635627,0.38503672878653766,0.5420616211650142,0.4478780516538176,0.8906802466438315,978317,59670,31414,37159
XGBoost,0.77,0.9204308849045691,0.39512125670807086,0.528315627468616,0.44974642461841896,0.8906802466438315,982295,55692,32356,36217
XGBoost,0.78,0.9231049378253326,0.40606094789568675,0.5144932916255012,0.45148578897626523,0.8906802466438315,986201,51786,33303,35270
XGBoost,0.79,0.9256172281665702,0.4173530674210387,0.5004778456988211,0.45272120382013253,0.8906802466438315,989941,48046,34263,34310
XGBoost,0.8,0.9281186740890688,0.4298757628814188,0.4858310305871454,0.4536629700013598,0.8906802466438315,993713,44274,35267,33306
XGBoost,0.81,0.9303978094274147,0.4426544126839553,0.47020256000791594,0.4534356515252237,0.8906802466438315,997306,40681,36338,32235
XGBoost,0.82,0.9325585598611914,0.45603953183993295,0.4541849406689583,0.4524813907773334,0.8906802466438315,1000795,37192,37436,31137
XGBoost,0.83,0.9345349551764025,0.4700158509637794,0.4377225548120792,0.45054769827480523,0.8906802466438315,1004110,33877,38564,30009
XGBoost,0.84,0.9363107287449394,0.4841119009187619,0.42142090480876365,0.44776450031463194,0.8906802466438315,1007192,30795,39681,28892
XGBoost,0.85,0.9380151098901098,0.4998909000920624,0.4041130059940598,0.4439410876737024,0.8906802466438315,1010264,27723,40867,27706
XGBoost,0.86,0.9395875506072875,0.5167985092640425,0.3868631227665599,0.4393239928679935,0.8906802466438315,1013187,24800,42050,26523
XGBoost,0.87,0.941090406304222,0.5359354918866356,0.36801947896578346,0.4330223872828303,0.8906802466438315,1016141,21846,43341,25232
XGBoost,0.88,0.9424333068247541,0.556604483495386,0.34832811257731955,0.4249670638172244,0.8906802466438315,1018977,19010,44691,23882
XGBoost,0.89,0.9435656448814344,0.5788231508666548,0.3273559731443917,0.414554002786997,0.8906802466438315,1021667,16320,46128,22445
XGBoost,0.9,0.9445841165413533,0.604314280703659,0.30563380779110816,0.40228593407364277,0.8906802466438315,1024283,13704,47617,20956
XGBoost,0.91,0.9452881000578369,0.6298917811756924,0.28227706944080766,0.3864149666125374,0.8906802466438315,1026663,11324,49218,19355
XGBoost,0.92,0.9458366469057259,0.6599279932347344,0.25818417273654176,0.36801422241440496,0.8906802466438315,1028921,9066,50869,17704
XGBoost,0.93,0.9462026460381724,0.6946082801125693,0.23409196154234743,0.34733204637406156,0.8906802466438315,1030977,7010,52520,16053
XGBoost,0.94,0.9461222165991903,0.7263793345437639,0.20809229283089312,0.32094329736744437,0.8906802466438315,1032670,5317,54302,14271
XGBoost,0.95,0.9459613577212261,0.7665206480528086,0.1827695764632949,0.29293149362104975,0.8906802466438315,1034228,3759,56038,12535
