modelo,threshold,accuracy,precision,recall,f1,roc_auc,tn,fp,fn,tp
Random Forest,0.67,0.8704733588779641,0.2747736921419821,0.6650142346882548,0.38875894289599733,0.8764187060307034,917633,120354,22975,45598
Random Forest,0.68,0.8750551257952572,0.28136429525126694,0.6534782359255947,0.3932135563597296,0.8764187060307034,923496,114491,23768,44805
Random Forest,0.69,0.8792229973973396,0.28727535543587485,0.6413264017738057,0.3967189648912567,0.8764187060307034,928938,109049,24598,43975
Random Forest,0.7,0.8820678499132446,0.29164745978402246,0.6325259642799427,0.39914482169399246,0.8764187060307034,932688,105299,25200,43373
Random Forest,0.71,0.8872189488143436,0.30039928040608743,0.616740818370054,0.4038588310987226,0.8764187060307034,939474,98513,26286,42287
Random Forest,0.72,0.8901993565644881,0.3057595366678807,0.6076084486636177,0.4067256862619474,0.8764187060307034,943395,94592,26909,41664
Random Forest,0.73,0.8940021327356853,0.3132872483197798,0.595398858584129,0.41042593451265325,0.8764187060307034,948443,89544,27749,40824
Random Forest,0.74,0.8975898279352226,0.3205022305018116,0.5818582877300005,0.41320655455316013,0.8764187060307034,953340,84647,28676,39897
Random Forest,0.75,0.9007853166570271,0.3275320602850143,0.5702857561717136,0.41601790637813607,0.8764187060307034,957668,80319,29468,39105
Random Forest,0.76,0.9042302270098321,0.3351391369945389,0.5537590564931619,0.4174609420882359,0.8764187060307034,962614,75373,30602,37971
Random Forest,0.77,0.9069901315789475,0.3422656524706812,0.5428471427251667,0.4197964177272745,0.8764187060307034,966413,71574,31347,37226
Random Forest,0.78,0.9102416497975708,0.35106084939148147,0.5275979656590495,0.4215219720718747,0.8764187060307034,971060,66927,32396,36177
Random Forest,0.79,0.912956369288606,0.3589911056789505,0.5140403310722949,0.42267990847319137,0.8764187060307034,974994,62993,33326,35247
Random Forest,0.8,0.915900628976287,0.3681716636302582,0.4981093441564214,0.42335898422447793,0.8764187060307034,979343,58644,34417,34156
Random Forest,0.81,0.9183026677270097,0.3762628745599934,0.48342984577898884,0.4231153146386747,0.8764187060307034,983008,54979,35424,33149
Random Forest,0.82,0.9207950766338925,0.38521679245816126,0.46664147864554095,0.4220061949555303,0.8764187060307034,986915,51072,36573,32000
Random Forest,0.83,0.9234646110468478,0.39626552894768274,0.449910757845458,0.4213591213578608,0.8764187060307034,991016,46971,37720,30853
Random Forest,0.84,0.9256985613071139,0.4068060922818796,0.4329747081318871,0.41941623075677575,0.8764187060307034,994652,43335,38884,29689
Random Forest,0.85,0.9285090731636784,0.42156362010194826,0.40945086451630575,0.41530927678346397,0.8764187060307034,999375,38612,40497,28076
Random Forest,0.86,0.9303399725274726,0.4318575617135975,0.3891700302792344,0.40936673249096567,0.8764187060307034,1002788,35199,41884,26689
Random Forest,0.87,0.9326353744939272,0.4467973717105858,0.360497738864479,0.3989839380883061,0.8764187060307034,1007290,30697,43846,24727
Random Forest,0.88,0.9347608805668017,0.4646900379659498,0.33420154033298416,0.38858188482010203,0.8764187060307034,1011442,26545,45646,22927
Random Forest,0.89,0.9365791281087334,0.4840654629269965,0.3092765849604984,0.3771281143105608,0.8764187060307034,1015168,22819,47360,21213
Random Forest,0.9,0.9385293160786581,0.5083321557416356,0.2797509318603937,0.36074155991519374,0.8764187060307034,1019351,18636,49385,19188
Random Forest,0.91,0.9394962767495663,0.5243080674452034,0.2600267403813115,0.34755291949230865,0.8764187060307034,1021774,16213,50738,17835
