id_cajero,densidad_1,densidad_2,densidad_3,id_original,banco,red,barrio,comuna,tipo
37,12497.814115799547,382.586146402385,408.09188949533296,11518,BANCO DE LA NACION ARGENTINA,LINK,Flores,Comuna 7,A (0-50m)
38,8034.309074442565,1487.8350137870527,2423.0455938785394,10951,BANCO PIANO S.A.,LINK,Palermo,Comuna 14,A (0-50m)
39,8671.952651779276,10584.883383799319,3978.8959225794965,10952,CABAL COOP. LTDA.,LINK,Colegiales,Comuna 13,B (50-100m)
40,15175.917140613734,680.1531491597956,1096.7469530187075,10950,BANCO DE LA NACION ARGENTINA,LINK,Belgrano,Comuna 13,A (0-50m)
41,4718.5624722916655,510.11486186984666,459.10337568224963,10959,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Belgrano,Comuna 13,A (0-50m)
42,10202.297237387385,1785.4020165444633,484.60911877570794,10958,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Belgrano,Comuna 13,A (0-50m)
43,7779.2516435078805,297.56700275741053,102.02297237383324,11192,BANCO DE LA NACION ARGENTINA,LINK,Nuñez,Comuna 13,A (0-50m)
44,6631.4932043018,340.0765745798978,433.5976325887913,11193,CABAL COOP. LTDA.,LINK,Nuñez,Comuna 13,A (0-50m)
45,5611.263480563061,4718.562472296082,918.2067513644993,11197,BANCO HIPOTECARIO S.A.,LINK,Nuñez,Comuna 13,A (0-50m)
46,7651.722928040538,1147.758439207155,994.7239806448741,11194,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Nuñez,Comuna 13,A (0-50m)
47,7779.2516435078805,2423.0455938817718,1326.2986408598322,11198,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Saavedra,Comuna 12,A (0-50m)
48,28183.84611828265,1530.34458560954,1657.8733010747903,11773,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Colegiales,Comuna 13,A (0-50m)
49,6503.964488834457,340.0765745798978,204.04594474766648,10955,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
50,7651.722928040538,42.509571822487224,51.01148618691662,10954,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
51,47440.68215385134,2763.1221684616694,1759.8962734486236,10953,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
52,34432.75317618242,3485.784889443952,382.58614640187466,11014,BANCO DE LA NACION ARGENTINA,LINK,San Nicolas,Comuna 1,A (0-50m)
53,2678.1030248141883,1615.3637292545145,382.58614640187466,10998,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Recoleta,Comuna 2,A (0-50m)
54,17598.962734493238,892.7010082722317,204.04594474766648,11045,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,San Nicolas,Comuna 1,A (0-50m)
55,3443.2753176182423,85.01914364497445,25.50574309345831,11184,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Balvanera,Comuna 3,A (0-50m)
56,6376.435773367116,255.05743093492333,102.02297237383324,11404,BANCO DE LA NACION ARGENTINA,LINK,Balvanera,Comuna 3,A (0-50m)
57,16323.675579819816,680.1531491597956,76.51722928037493,11166,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
58,5483.734765095719,9394.615372769676,6733.516176672994,11684,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Parque Patricios,Comuna 4,B (50-100m)
59,9054.538798181304,3400.7657457989776,790.6780358972077,11687,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Parque Patricios,Comuna 4,A (0-50m)
60,1275.2871546734232,170.0382872899489,25.50574309345831,11686,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Parque Patricios,Comuna 4,A (0-50m)
61,10329.825952854728,552.6244336923339,153.03445856074987,11682,BANCO DE LA NACION ARGENTINA,LINK,Parque Patricios,Comuna 4,A (0-50m)
62,3315.7466021509,680.1531491597956,25.50574309345831,11689,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Parque Patricios,Comuna 4,A (0-50m)
63,44762.57912903715,1147.758439207155,637.6435773364578,11688,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Parque Patricios,Comuna 4,A (0-50m)
64,5228.677334161035,3783.3518922013627,1938.4364751028318,11685,CABAL COOP. LTDA.,LINK,Parque Patricios,Comuna 4,A (0-50m)
65,0.0,340.0765745798978,1173.2641822990824,11727,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Villa Riachuelo,Comuna 8,C (100-150m)
66,1147.7584392060808,1105.2488673846678,357.08040330841635,11732,CAJERO EXPRESS,LINK,Villa Riachuelo,Comuna 8,A (0-50m)
67,382.58614640202694,170.0382872899489,3009.6776850280808,11711,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Retiro,Comuna 1,C (100-150m)
68,1530.3445856081078,3103.1987430415675,510.11486186916625,11722,BANCO DE LA NACION ARGENTINA,LINK,Retiro,Comuna 1,B (50-100m)
69,1020.2297237387385,3018.179599396593,2372.034107691623,11231,BANCO DE LA NACION ARGENTINA,LINK,Villa Urquiza,Comuna 12,B (50-100m)
70,2167.988162944819,340.0765745798978,0.0,10989,CABAL COOP. LTDA.,LINK,Recoleta,Comuna 2,A (0-50m)
71,16323.675579819816,722.6627209822827,0.0,11002,CABAL COOP. LTDA.,LINK,Recoleta,Comuna 2,A (0-50m)
72,4973.61990322635,6971.569778887904,2448.551336971998,10990,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Recoleta,Comuna 2,B (50-100m)
73,10967.469530191438,2975.6700275741055,4744.068215383246,11209,BANCO DE LA NACION ARGENTINA,LINK,Villa Crespo,Comuna 15,A (0-50m)
74,10839.940814724096,1572.8541574320273,1657.8733010747903,11792,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Palermo,Comuna 14,A (0-50m)
75,2805.6317402815307,1020.2297237396933,1275.2871546729157,11765,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Chacarita,Comuna 15,A (0-50m)
76,3443.2753176182423,340.0765745798978,408.09188949533296,11705,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Retiro,Comuna 1,A (0-50m)
77,4718.5624722916655,1955.4403038344121,1912.9307320093733,11037,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,San Nicolas,Comuna 1,A (0-50m)
78,24740.57080066441,1615.3637292545145,688.6550635233745,11170,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
79,6248.9070578997735,510.11486186984666,0.0,11022,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,San Nicolas,Comuna 1,A (0-50m)
80,9437.124944583331,425.0957182248722,153.03445856074987,11039,CABAL COOP. LTDA.,LINK,San Nicolas,Comuna 1,A (0-50m)
81,22189.99649131756,1870.4211601894378,9972.7455495422,11191,CABAL COOP. LTDA.,LINK,Balvanera,Comuna 3,A (0-50m)
82,2805.6317402815307,6631.493204308007,1249.7814115794572,11162,BANCO DE LA NACION ARGENTINA,LINK,Balvanera,Comuna 3,B (50-100m)
83,4080.918894954954,85.01914364497445,51.01148618691662,11163,CABAL COOP. LTDA.,LINK,Balvanera,Comuna 3,A (0-50m)
84,36728.270054594585,2805.631740284157,969.2182375514159,11178,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Balvanera,Comuna 3,A (0-50m)
85,39151.31564847409,12412.79497216627,2142.482419850498,11190,BANCO DE COMERCIO,LINK,Balvanera,Comuna 3,A (0-50m)
86,6759.021919769142,1020.2297237396933,102.02297237383324,11179,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Balvanera,Comuna 3,A (0-50m)
87,42977.177112494355,340.0765745798978,1071.241209925249,11186,BANCO HIPOTECARIO S.A.,LINK,Balvanera,Comuna 3,A (0-50m)
88,8927.010082713961,297.56700275741053,178.54020165420818,11173,CABAL COOP. LTDA.,LINK,Balvanera,Comuna 3,A (0-50m)
89,12880.400262201572,1657.8733010770018,331.57466021495804,11164,BANCO DE LA NACION ARGENTINA,LINK,Balvanera,Comuna 3,A (0-50m)
90,5228.677334161035,42.509571822487224,0.0,11029,BANCO DE LA NACION ARGENTINA,LINK,San Nicolas,Comuna 1,A (0-50m)
91,11477.584392060808,1147.758439207155,1657.8733010747903,11420,BANCO HIPOTECARIO S.A.,LINK,Almagro,Comuna 5,A (0-50m)
92,17343.905303558553,4846.0911877635435,714.1608066168327,11415,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Almagro,Comuna 5,A (0-50m)
93,3443.2753176182423,24315.47508246269,2346.528364598165,11417,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Almagro,Comuna 5,B (50-100m)
94,7014.079350703827,510.11486186984666,178.54020165420818,11416,CABAL COOP. LTDA.,LINK,Almagro,Comuna 5,A (0-50m)
95,12880.400262201572,1700.3828728994888,2372.034107691623,11418,BANCO DE LA NACION ARGENTINA,LINK,Almagro,Comuna 5,A (0-50m)
96,3443.2753176182423,1317.796726497104,1912.9307320093733,11213,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Villa Crespo,Comuna 15,A (0-50m)
97,16323.675579819816,212.5478591124361,25.50574309345831,11212,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Villa Crespo,Comuna 15,A (0-50m)
98,1402.8158701407654,127.52871546746167,51.01148618691662,11205,BANCO DE LA PROVINCIA DE BUENOS AIRES,LINK,Villa Crespo,Comuna 15,A (0-50m)
99,2678.1030248141883,1105.2488673846678,178.54020165420818,11208,BANCO DE LA NACION ARGENTINA,LINK,Villa Crespo,Comuna 15,A (0-50m)
100,76134.64313400336,3230.727458509029,3111.700657401914,11169,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
101,57005.33581390201,2167.988162946848,1555.850328700957,11768,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
102,13773.10127047297,4846.0911877635435,688.6550635233745,11767,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
103,68865.50635236484,10372.335524686883,102.02297237383324,11168,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
104,242942.20296528708,24570.532513397615,15890.077947224529,11165,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
105,11477.584392060808,1402.8158701420784,204.04594474766648,11167,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
106,1020.2297237387385,2210.4977347693357,765.1722928037493,10887,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Nueva Pompeya,Comuna 4,B (50-100m)
107,1530.3445856081078,765.17229280477,127.52871546729156,11195,CABAL COOP. LTDA.,LINK,Belgrano,Comuna 13,A (0-50m)
108,2295.5168784121615,1615.3637292545145,357.08040330841635,11532,BANCO DE LA NACION ARGENTINA,LINK,Nuñez,Comuna 13,A (0-50m)
109,1020.2297237387385,0.0,178.54020165420818,11710,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Retiro,Comuna 1,A (0-50m)
110,3825.861464020269,127.52871546746167,102.02297237383324,11702,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Retiro,Comuna 1,A (0-50m)
111,1275.2871546734232,2975.6700275741055,943.7124944579575,11723,BANCO DE LA NACION ARGENTINA,LINK,Retiro,Comuna 1,B (50-100m)
112,10457.35466832207,850.1914364497444,714.1608066168327,11394,BANCO DE LA NACION ARGENTINA,LINK,Monserrat,Comuna 1,A (0-50m)
113,31117.006574031522,4888.600759586031,51.01148618691662,11388,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Monserrat,Comuna 1,A (0-50m)
114,44379.99298263512,14283.216132355707,3927.88443639258,11383,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,,,A (0-50m)
115,27163.61639454391,7779.251643515162,2142.482419850498,11663,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Caballito,Comuna 6,A (0-50m)
116,4463.505041356981,7949.289930805111,2040.459447476665,11666,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Caballito,Comuna 6,B (50-100m)
117,3570.8040330855847,1530.34458560954,408.09188949533296,10982,CABAL COOP. LTDA.,LINK,Paternal,Comuna 15,A (0-50m)
118,10839.940814724096,1572.8541574320273,1938.4364751028318,11215,CABAL COOP. LTDA.,LINK,Villa Crespo,Comuna 15,A (0-50m)
119,5866.320911497746,2040.4594474793867,1785.4020165420818,11774,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Colegiales,Comuna 13,A (0-50m)
120,5101.148618693693,2465.555165704259,4948.114160130913,11203,CABAL COOP. LTDA.,LINK,Constitucion,Comuna 1,A (0-50m)
121,37620.97106286598,552.6244336923339,204.04594474766648,11200,BANCO DE LA NACION ARGENTINA,LINK,San Cristobal,Comuna 3,A (0-50m)
122,4718.5624722916655,6844.041063420443,1963.94221819629,11199,BANCO PIANO S.A.,LINK,Constitucion,Comuna 1,B (50-100m)
123,15686.032002483103,2508.0647375267463,7243.63103854216,11675,BANCO DE LA CIUDAD DE BUENOS AIRES,LINK,Constitucion,Comuna 1,A (0-50m)
124,0.0,170.0382872899489,25.50574309345831,11681,BANCO DE LA NACION ARGENTINA,LINK,Boca,Comuna 4,B (50-100m)
