id,lat,long,fuente
106,-34.58842535609633,-58.40092491495961,alojamientos_turisticos
110,-34.58546082293492,-58.38869893200739,alojamientos_turisticos
144,-34.590237635107805,-58.38978271615101,alojamientos_turisticos
189,-34.58847441050508,-58.38636524921068,alojamientos_turisticos
195,-34.59313312550268,-58.397439208682194,alojamientos_turisticos
200,-34.589425065901374,-58.38939885627551,alojamientos_turisticos
234,-34.58956207270242,-58.39246972784902,alojamientos_turisticos
252,-34.58707969591274,-58.38777018038999,alojamientos_turisticos
262,-34.58856700381086,-58.38957097484884,alojamientos_turisticos
289,-34.58850838734476,-58.38555722881138,alojamientos_turisticos
292,-34.598358567112385,-58.39314614000367,alojamientos_turisticos
314,-34.59221708354541,-58.391122140126974,alojamientos_turisticos
346,-34.58709313150042,-58.39473160122191,alojamientos_turisticos
362,-34.5886385832659,-58.3883479895638,alojamientos_turisticos
366,-34.587472073185616,-58.389117894157046,alojamientos_turisticos
372,-34.58896914879824,-58.39271550385915,alojamientos_turisticos
380,-34.59523263132272,-58.39331499929799,alojamientos_turisticos
2,-34.62328824207414,-58.410588990968286,alojamientos_turisticos
6,-34.60408924224185,-58.41017164905983,alojamientos_turisticos
12,-34.61364250969133,-58.40870814771763,alojamientos_turisticos
16,-34.612878899885104,-58.41142838596891,alojamientos_turisticos
44,-34.61158289431474,-58.409667038821134,alojamientos_turisticos
47,-34.615773227602645,-58.4027719563826,alojamientos_turisticos
67,-34.6090921904919,-58.40458500116391,alojamientos_turisticos
77,-34.613344401681736,-58.411480344326776,alojamientos_turisticos
78,-34.61337546546828,-58.40859480820946,alojamientos_turisticos
99,-34.603977732062354,-58.41022170863522,alojamientos_turisticos
102,-34.61130736768363,-58.40888170737505,alojamientos_turisticos
108,-34.612973129903345,-58.40996675655511,alojamientos_turisticos
124,-34.612534771047976,-58.41016626158772,alojamientos_turisticos
127,-34.611592310788104,-58.40980475663471,alojamientos_turisticos
131,-34.609459750402095,-58.40455719243345,alojamientos_turisticos
143,-34.61345456966069,-58.40441587029059,alojamientos_turisticos
146,-34.61213566439178,-58.40714363171279,alojamientos_turisticos
162,-34.61146291973817,-58.4079126034104,alojamientos_turisticos
168,-34.60403907331842,-58.41206995576142,alojamientos_turisticos
175,-34.612319949186386,-58.40481705375194,alojamientos_turisticos
180,-34.599752143347146,-58.40732691240131,alojamientos_turisticos
216,-34.61052389473001,-58.40587308159253,alojamientos_turisticos
232,-34.61143758284452,-58.4091546675274,alojamientos_turisticos
235,-34.611484666548364,-58.40984325541553,alojamientos_turisticos
239,-34.61029282689341,-58.40769139222319,alojamientos_turisticos
255,-34.61806421209794,-58.40718526409954,alojamientos_turisticos
256,-34.61356441773342,-58.40871394912168,alojamientos_turisticos
282,-34.6122234736129,-58.403167449097005,alojamientos_turisticos
285,-34.610335218480586,-58.40821898425142,alojamientos_turisticos
286,-34.613344723876935,-58.40442009734216,alojamientos_turisticos
295,-34.613464182337395,-58.404781329366365,alojamientos_turisticos
307,-34.62941154673037,-58.41176899370815,alojamientos_turisticos
312,-34.609434534827635,-58.405938423353554,alojamientos_turisticos
332,-34.60859164738173,-58.40598747618016,alojamientos_turisticos
333,-34.599584942672806,-58.40650777033332,alojamientos_turisticos
334,-34.61403293717421,-58.40927607607778,alojamientos_turisticos
348,-34.598943352328114,-58.40593046841639,alojamientos_turisticos
374,-34.60998155873656,-58.402509105334886,alojamientos_turisticos
382,-34.61235859273449,-58.40359387293039,alojamientos_turisticos
8,-34.60808222146677,-58.395016945149145,alojamientos_turisticos
25,-34.618158533768025,-58.39284726931538,alojamientos_turisticos
51,-34.60025591059829,-58.39708997213491,alojamientos_turisticos
60,-34.625227982493655,-58.39230278849486,alojamientos_turisticos
79,-34.60941894911817,-58.39617372315425,alojamientos_turisticos
92,-34.61062065202173,-58.39569623462091,alojamientos_turisticos
113,-34.607239482894435,-58.39215558863604,alojamientos_turisticos
116,-34.60592107471387,-58.39529773607767,alojamientos_turisticos
137,-34.60806877873335,-58.39259944422775,alojamientos_turisticos
138,-34.60580244960123,-58.39353424186248,alojamientos_turisticos
159,-34.60581154125215,-58.395308604453504,alojamientos_turisticos
169,-34.608008766928755,-58.39360346129282,alojamientos_turisticos
201,-34.60454393222921,-58.39503042711889,alojamientos_turisticos
226,-34.60014850026471,-58.39293197186878,alojamientos_turisticos
238,-34.60869568473875,-58.39206245482799,alojamientos_turisticos
240,-34.60632397385079,-58.39356990156551,alojamientos_turisticos
249,-34.61188960981194,-58.39696025863829,alojamientos_turisticos
254,-34.61647499844195,-58.40093693691396,alojamientos_turisticos
