id_celda,area_km2,delitos_ponderados,cant_estaciones_tren,densidad_delitos,densidad_estaciones_tren
1716,0.25,490.3,0.0,1961.2,0.0
1717,0.25,242.9,0.0,971.6,0.0
1718,0.25,162.3,0.0,649.2,0.0
1719,0.25,355.75,0.0,1423.0,0.0
1720,0.25,418.55,0.0,1674.2,0.0
1721,0.25,336.25,0.0,1345.0,0.0
1722,0.25,221.05,0.0,884.2,0.0
1723,0.25,531.9,0.0,2127.6,0.0
1724,0.25,898.15,0.0,3592.6,0.0
1725,0.25,419.2,0.0,1676.8,0.0
1726,0.25,315.6,0.0,1262.4,0.0
1727,0.25,318.7,0.0,1274.8,0.0
1728,0.25,243.1,0.0,972.4,0.0
1729,0.25,190.05,0.0,760.2,0.0
1730,0.25,503.35,0.0,2013.4,0.0
1731,0.25,273.25,0.0,1093.0,0.0
1732,0.25,174.65,0.0,698.6,0.0
1733,0.25,56.25,0.0,225.0,0.0
1734,0.25,8.7,0.0,34.8,0.0
1735,0.25,46.1,0.0,184.4,0.0
1736,0.25,304.95,0.0,1219.8,0.0
1737,0.25,364.1,0.0,1456.4,0.0
1738,0.25,255.85,0.0,1023.4,0.0
1739,0.25,297.3,0.0,1189.2,0.0
1740,0.25,324.2,0.0,1296.8,0.0
1741,0.25,519.9,0.0,2079.6,0.0
1742,0.25,1219.5,0.0,4878.0,0.0
1743,0.25,726.25,0.0,2905.0,0.0
1744,0.25,367.95,0.0,1471.8,0.0
1745,0.25,304.3,0.0,1217.2,0.0
1746,0.25,465.6,0.0,1862.4,0.0
1747,0.25,99.4,0.0,397.6,0.0
1748,0.25,19.1,0.0,76.4,0.0
1749,0.25,2.9,0.0,11.6,0.0
1750,0.25,9.15,0.0,36.6,0.0
1751,0.25,5.4,0.0,21.6,0.0
1763,0.25,2.35,0.0,9.4,0.0
1764,0.25,39.35,0.0,157.4,0.0
1765,0.25,37.1,0.0,148.4,0.0
1766,0.25,112.15,0.0,448.6,0.0
1767,0.25,13.55,0.0,54.2,0.0
1768,0.25,33.05,0.0,132.2,0.0
1769,0.25,125.7,0.0,502.8,0.0
1770,0.25,785.45,0.0,3141.8,0.0
1771,0.25,614.95,0.0,2459.8,0.0
1772,0.25,54.3,0.0,217.2,0.0
1773,0.25,86.2,0.0,344.8,0.0
1774,0.25,156.2,0.0,624.8,0.0
1775,0.25,544.55,0.0,2178.2,0.0
1776,0.25,307.65,0.0,1230.6,0.0
1777,0.25,347.05,0.0,1388.2,0.0
1778,0.25,522.65,0.0,2090.6,0.0
1779,0.25,676.3,0.0,2705.2,0.0
1780,0.25,484.0,0.0,1936.0,0.0
1781,0.25,279.55,0.0,1118.2,0.0
1782,0.25,233.7,0.0,934.8,0.0
1783,0.25,236.5,0.0,946.0,0.0
1784,0.25,254.8,0.0,1019.2,0.0
1785,0.25,368.85,0.0,1475.4,0.0
1786,0.25,295.75,0.0,1183.0,0.0
1787,0.25,250.0,0.0,1000.0,0.0
1788,0.25,165.9,0.0,663.6,0.0
1789,0.25,122.65,0.0,490.6,0.0
1790,0.25,645.85,0.0,2583.4,0.0
1791,0.25,705.2,0.0,2820.8,0.0
1792,0.25,367.7,0.0,1470.8,0.0
1793,0.25,190.95,0.0,763.8,0.0
1794,0.25,204.6,0.0,818.4,0.0
1795,0.25,346.5,0.0,1386.0,0.0
1796,0.25,789.5,0.0,3158.0,0.0
1797,0.25,626.05,0.0,2504.2,0.0
1798,0.25,495.0,0.0,1980.0,0.0
1799,0.25,354.45,0.0,1417.8,0.0
1800,0.25,296.4,0.0,1185.6,0.0
1801,0.25,118.35,0.0,473.4,0.0
1802,0.25,47.15,0.0,188.6,0.0
1803,0.25,6.2,0.0,24.8,0.0
1804,0.25,0.15,0.0,0.6,0.0
1805,0.25,0.75,0.0,3.0,0.0
1819,0.25,0.6,0.0,2.4,0.0
1820,0.25,107.75,0.0,431.0,0.0
1821,0.25,35.4,0.0,141.6,0.0
1822,0.25,1.9,0.0,7.6,0.0
1823,0.25,2.9,0.0,11.6,0.0
1824,0.25,547.6,1.0,2190.4,4.0
1825,0.25,440.85,0.0,1763.4,0.0
1826,0.25,184.0,0.0,736.0,0.0
1827,0.25,59.75,0.0,239.0,0.0
1828,0.25,14.8,0.0,59.2,0.0
1829,0.25,317.45,0.0,1269.8,0.0
1830,0.25,271.45,0.0,1085.8,0.0
1831,0.25,354.4,0.0,1417.6,0.0
1832,0.25,340.7,0.0,1362.8,0.0
1833,0.25,475.3,0.0,1901.2,0.0
1834,0.25,418.75,0.0,1675.0,0.0
1835,0.25,659.7,0.0,2638.8,0.0
1836,0.25,73.8,0.0,295.2,0.0
1837,0.25,319.9,0.0,1279.6,0.0
1838,0.25,157.15,0.0,628.6,0.0
1839,0.25,352.8,0.0,1411.2,0.0
1840,0.25,444.85,0.0,1779.4,0.0
1841,0.25,243.35,0.0,973.4,0.0
1842,0.25,360.85,0.0,1443.4,0.0
1843,0.25,408.55,0.0,1634.2,0.0
1844,0.25,602.05,0.0,2408.2,0.0
1845,0.25,460.5,0.0,1842.0,0.0
1846,0.25,431.75,0.0,1727.0,0.0
1847,0.25,668.15,0.0,2672.6,0.0
1848,0.25,476.1,0.0,1904.4,0.0
1849,0.25,258.85,1.0,1035.4,4.0
1850,0.25,570.5,0.0,2282.0,0.0
1851,0.25,289.2,0.0,1156.8,0.0
1852,0.25,321.65,0.0,1286.6,0.0
1853,0.25,839.6,1.0,3358.4,4.0
1854,0.25,509.2,0.0,2036.8,0.0
1855,0.25,99.3,0.0,397.2,0.0
1856,0.25,268.1,0.0,1072.4,0.0
1857,0.25,46.3,0.0,185.2,0.0
1858,0.25,30.1,0.0,120.4,0.0
1859,0.25,2.1,0.0,8.4,0.0
1874,0.25,34.0,0.0,136.0,0.0
1875,0.25,0.5,0.0,2.0,0.0
1876,0.25,11.2,0.0,44.8,0.0
1877,0.25,11.85,0.0,47.4,0.0
1878,0.25,284.25,0.0,1137.0,0.0
1879,0.25,708.2,0.0,2832.8,0.0
1880,0.25,362.15,0.0,1448.6,0.0
1881,0.25,152.65,0.0,610.6,0.0
1882,0.25,20.85,0.0,83.4,0.0
1883,0.25,649.0,0.0,2596.0,0.0
1884,0.25,295.3,0.0,1181.2,0.0
1885,0.25,786.25,0.0,3145.0,0.0
1886,0.25,333.8,0.0,1335.2,0.0
1887,0.25,262.85,0.0,1051.4,0.0
1888,0.25,410.95,0.0,1643.8,0.0
1889,0.25,446.05,0.0,1784.2,0.0
1890,0.25,474.45,0.0,1897.8,0.0
1891,0.25,458.4,1.0,1833.6,4.0
1892,0.25,378.5,0.0,1514.0,0.0
1893,0.25,224.65,0.0,898.6,0.0
1894,0.25,370.55,0.0,1482.2,0.0
1895,0.25,465.0,0.0,1860.0,0.0
1896,0.25,441.45,0.0,1765.8,0.0
1897,0.25,365.35,0.0,1461.4,0.0
1898,0.25,635.25,0.0,2541.0,0.0
1899,0.25,373.75,0.0,1495.0,0.0
1900,0.25,333.15,0.0,1332.6,0.0
1901,0.25,485.35,0.0,1941.4,0.0
1902,0.25,161.9,0.0,647.6,0.0
1903,0.25,284.05,0.0,1136.2,0.0
1904,0.25,410.0,0.0,1640.0,0.0
1905,0.25,699.0,0.0,2796.0,0.0
1906,0.25,122.75,0.0,491.0,0.0
1907,0.25,304.75,0.0,1219.0,0.0
1908,0.25,438.3,0.0,1753.2,0.0
1909,0.25,169.95,0.0,679.8,0.0
1910,0.25,65.95,0.0,263.8,0.0
1911,0.25,38.0,0.0,152.0,0.0
1912,0.25,50.05,0.0,200.2,0.0
1913,0.25,2.75,0.0,11.0,0.0
1925,0.25,0.15,0.0,0.6,0.0
1929,0.25,0.5,0.0,2.0,0.0
1930,0.25,0.15,0.0,0.6,0.0
1931,0.25,0.3,0.0,1.2,0.0
1932,0.25,0.3,0.0,1.2,0.0
1933,0.25,161.85,0.0,647.4,0.0
1934,0.25,285.25,0.0,1141.0,0.0
1935,0.25,295.2,1.0,1180.8,4.0
1936,0.25,110.2,0.0,440.8,0.0
1937,0.25,112.6,0.0,450.4,0.0
1938,0.25,1121.35,0.0,4485.4,0.0
1939,0.25,304.25,0.0,1217.0,0.0
1940,0.25,519.2,0.0,2076.8,0.0
1941,0.25,303.5,0.0,1214.0,0.0
1942,0.25,372.0,0.0,1488.0,0.0
1943,0.25,443.5,0.0,1774.0,0.0
1944,0.25,405.45,0.0,1621.8,0.0
1945,0.25,399.5,0.0,1598.0,0.0
1946,0.25,840.8,0.0,3363.2,0.0
1947,0.25,347.0,0.0,1388.0,0.0
1948,0.25,471.8,0.0,1887.2,0.0
1949,0.25,608.85,0.0,2435.4,0.0
1950,0.25,460.65,0.0,1842.6,0.0
1951,0.25,546.0,0.0,2184.0,0.0
1952,0.25,907.7,0.0,3630.8,0.0
1953,0.25,467.3,0.0,1869.2,0.0
1954,0.25,399.4,0.0,1597.6,0.0
1955,0.25,1000.95,0.0,4003.8,0.0
1956,0.25,407.9,0.0,1631.6,0.0
1957,0.25,346.55,0.0,1386.2,0.0
1958,0.25,327.45,0.0,1309.8,0.0
1959,0.25,460.4,0.0,1841.6,0.0
1960,0.25,149.15,0.0,596.6,0.0
1961,0.25,405.45,0.0,1621.8,0.0
1962,0.25,98.6,0.0,394.4,0.0
1963,0.25,142.1,0.0,568.4,0.0
1964,0.25,157.45,0.0,629.8,0.0
1965,0.25,66.9,0.0,267.6,0.0
1966,0.25,59.05,0.0,236.2,0.0
1967,0.25,7.3,0.0,29.2,0.0
1981,0.25,0.3,0.0,1.2,0.0
1986,0.25,0.9,0.0,3.6,0.0
1987,0.25,29.35,0.0,117.4,0.0
1988,0.25,65.75,0.0,263.0,0.0
1989,0.25,127.5,0.0,510.0,0.0
1990,0.25,214.6,0.0,858.4,0.0
1991,0.25,173.75,0.0,695.0,0.0
1992,0.25,133.05,0.0,532.2,0.0
1993,0.25,169.15,0.0,676.6,0.0
1994,0.25,562.15,0.0,2248.6,0.0
1995,0.25,354.55,0.0,1418.2,0.0
1996,0.25,234.55,0.0,938.2,0.0
1997,0.25,309.75,0.0,1239.0,0.0
1998,0.25,277.15,0.0,1108.6,0.0
1999,0.25,509.45,0.0,2037.8,0.0
2000,0.25,464.45,0.0,1857.8,0.0
2001,0.25,645.7,0.0,2582.8,0.0
2002,0.25,962.25,0.0,3849.0,0.0
2003,0.25,471.25,0.0,1885.0,0.0
2004,0.25,606.9,0.0,2427.6,0.0
2005,0.25,332.15,0.0,1328.6,0.0
2006,0.25,655.05,0.0,2620.2,0.0
2007,0.25,608.9,0.0,2435.6,0.0
2008,0.25,471.95,0.0,1887.8,0.0
2009,0.25,676.05,0.0,2704.2,0.0
2010,0.25,862.65,0.0,3450.6,0.0
2011,0.25,612.1,0.0,2448.4,0.0
2012,0.25,393.25,0.0,1573.0,0.0
2013,0.25,494.1,1.0,1976.4,4.0
2014,0.25,151.1,0.0,604.4,0.0
2015,0.25,443.6,0.0,1774.4,0.0
2016,0.25,387.35,0.0,1549.4,0.0
2017,0.25,74.6,0.0,298.4,0.0
2018,0.25,42.9,0.0,171.6,0.0
2019,0.25,231.75,0.0,927.0,0.0
2020,0.25,63.1,0.0,252.4,0.0
2021,0.25,17.35,0.0,69.4,0.0
2022,0.25,9.1,0.0,36.4,0.0
2023,0.25,1.65,0.0,6.6,0.0
2042,0.25,7.45,0.0,29.8,0.0
2043,0.25,32.7,0.0,130.8,0.0
2044,0.25,82.6,0.0,330.4,0.0
2045,0.25,171.6,0.0,686.4,0.0
2046,0.25,169.75,0.0,679.0,0.0
2047,0.25,286.25,0.0,1145.0,0.0
2048,0.25,604.3,0.0,2417.2,0.0
2049,0.25,512.6,0.0,2050.4,0.0
2050,0.25,383.7,0.0,1534.8,0.0
2051,0.25,291.75,0.0,1167.0,0.0
2052,0.25,271.55,0.0,1086.2,0.0
2053,0.25,336.7,0.0,1346.8,0.0
2054,0.25,462.85,0.0,1851.4,0.0
2055,0.25,453.2,0.0,1812.8,0.0
2056,0.25,345.1,0.0,1380.4,0.0
2057,0.25,669.25,0.0,2677.0,0.0
2058,0.25,426.05,0.0,1704.2,0.0
2059,0.25,431.35,0.0,1725.4,0.0
2060,0.25,570.4,0.0,2281.6,0.0
2061,0.25,696.0,0.0,2784.0,0.0
2062,0.25,578.85,0.0,2315.4,0.0
2063,0.25,750.1,0.0,3000.4,0.0
2064,0.25,718.05,0.0,2872.2,0.0
2065,0.25,1331.45,0.0,5325.8,0.0
2066,0.25,277.0,0.0,1108.0,0.0
2067,0.25,515.25,0.0,2061.0,0.0
2068,0.25,508.7,0.0,2034.8,0.0
2069,0.25,378.35,0.0,1513.4,0.0
2070,0.25,240.05,0.0,960.2,0.0
2071,0.25,74.7,0.0,298.8,0.0
2072,0.25,36.45,0.0,145.8,0.0
2073,0.25,37.5,0.0,150.0,0.0
2074,0.25,8.65,0.0,34.6,0.0
2075,0.25,77.55,0.0,310.2,0.0
2076,0.25,11.2,0.0,44.8,0.0
2077,0.25,10.45,0.0,41.8,0.0
2098,0.25,0.15,0.0,0.6,0.0
2099,0.25,11.75,0.0,47.0,0.0
2100,0.25,113.45,0.0,453.8,0.0
2101,0.25,183.2,0.0,732.8,0.0
2102,0.25,214.7,0.0,858.8,0.0
2103,0.25,146.1,0.0,584.4,0.0
2104,0.25,432.5,0.0,1730.0,0.0
2105,0.25,305.9,0.0,1223.6,0.0
2106,0.25,262.2,0.0,1048.8,0.0
2107,0.25,285.2,0.0,1140.8,0.0
2108,0.25,309.7,0.0,1238.8,0.0
2109,0.25,624.1,0.0,2496.4,0.0
2110,0.25,463.9,0.0,1855.6,0.0
2111,0.25,501.6,0.0,2006.4,0.0
2112,0.25,546.2,0.0,2184.8,0.0
2113,0.25,529.15,0.0,2116.6,0.0
2114,0.25,396.25,0.0,1585.0,0.0
2115,0.25,694.05,0.0,2776.2,0.0
2116,0.25,549.5,0.0,2198.0,0.0
2117,0.25,688.4,0.0,2753.6,0.0
2118,0.25,673.4,0.0,2693.6,0.0
2119,0.25,878.05,0.0,3512.2,0.0
2120,0.25,808.9,0.0,3235.6,0.0
2121,0.25,551.75,0.0,2207.0,0.0
2122,0.25,1078.4,1.0,4313.6,4.0
2123,0.25,347.05,0.0,1388.2,0.0
2124,0.25,75.15,1.0,300.6,4.0
2125,0.25,246.25,0.0,985.0,0.0
2126,0.25,1.5499999999999998,0.0,6.199999999999999,0.0
2127,0.25,62.55,0.0,250.2,0.0
2128,0.25,117.3,0.0,469.2,0.0
2129,0.25,6.3,0.0,25.2,0.0
2130,0.25,128.35,0.0,513.4,0.0
2145,0.25,0.3,0.0,1.2,0.0
2155,0.25,18.8,0.0,75.2,0.0
2156,0.25,137.55,0.0,550.2,0.0
2157,0.25,205.65,0.0,822.6,0.0
2158,0.25,210.0,0.0,840.0,0.0
2159,0.25,198.6,0.0,794.4,0.0
2160,0.25,376.15,0.0,1504.6,0.0
2161,0.25,269.15,0.0,1076.6,0.0
2162,0.25,270.6,0.0,1082.4,0.0
2163,0.25,276.4,0.0,1105.6,0.0
2164,0.25,451.7,0.0,1806.8,0.0
2165,0.25,344.8,0.0,1379.2,0.0
2166,0.25,408.3,0.0,1633.2,0.0
2167,0.25,352.8,0.0,1411.2,0.0
2168,0.25,645.05,0.0,2580.2,0.0
2169,0.25,601.15,0.0,2404.6,0.0
2170,0.25,701.7,0.0,2806.8,0.0
2171,0.25,956.45,0.0,3825.8,0.0
2172,0.25,955.65,0.0,3822.6,0.0
2173,0.25,580.3,0.0,2321.2,0.0
2174,0.25,571.95,0.0,2287.8,0.0
2175,0.25,595.4,0.0,2381.6,0.0
2176,0.25,673.25,0.0,2693.0,0.0
2177,0.25,1200.65,0.0,4802.6,0.0
2178,0.25,325.2,0.0,1300.8,0.0
2179,0.25,407.0,0.0,1628.0,0.0
2180,0.25,200.2,0.0,800.8,0.0
2181,0.25,35.3,0.0,141.2,0.0
2182,0.25,125.9,0.0,503.6,0.0
2183,0.25,31.05,0.0,124.2,0.0
2184,0.25,5.45,0.0,21.8,0.0
2210,0.25,17.4,0.0,69.6,0.0
2211,0.25,267.75,0.0,1071.0,0.0
2212,0.25,596.75,0.0,2387.0,0.0
2213,0.25,536.85,0.0,2147.4,0.0
2214,0.25,385.7,1.0,1542.8,4.0
2215,0.25,331.4,0.0,1325.6,0.0
2216,0.25,410.35,0.0,1641.4,0.0
2217,0.25,259.7,0.0,1038.8,0.0
2218,0.25,345.5,0.0,1382.0,0.0
2219,0.25,416.45,0.0,1665.8,0.0
2220,0.25,605.95,0.0,2423.8,0.0
2221,0.25,490.0,0.0,1960.0,0.0
2222,0.25,597.85,0.0,2391.4,0.0
2223,0.25,550.9,0.0,2203.6,0.0
2224,0.25,880.05,0.0,3520.2,0.0
2225,0.25,727.75,0.0,2911.0,0.0
2226,0.25,759.3,0.0,3037.2,0.0
2227,0.25,938.25,0.0,3753.0,0.0
2228,0.25,435.2,0.0,1740.8,0.0
2229,0.25,541.65,0.0,2166.6,0.0
2230,0.25,872.5,0.0,3490.0,0.0
2231,0.25,874.7,0.0,3498.8,0.0
2232,0.25,314.95,0.0,1259.8,0.0
2233,0.25,83.7,0.0,334.8,0.0
2234,0.25,117.1,0.0,468.4,0.0
2235,0.25,122.35,0.0,489.4,0.0
2236,0.25,166.3,0.0,665.2,0.0
2237,0.25,22.35,0.0,89.4,0.0
2238,0.25,19.25,0.0,77.0,0.0
2239,0.25,58.25,0.0,233.0,0.0
2266,0.25,141.15,0.0,564.6,0.0
2267,0.25,271.05,0.0,1084.2,0.0
2268,0.25,328.35,0.0,1313.4,0.0
2269,0.25,310.35,0.0,1241.4,0.0
2270,0.25,348.95,0.0,1395.8,0.0
2271,0.25,312.4,0.0,1249.6,0.0
2272,0.25,257.3,0.0,1029.2,0.0
2273,0.25,303.2,0.0,1212.8,0.0
2274,0.25,370.0,0.0,1480.0,0.0
2275,0.25,522.8,0.0,2091.2,0.0
2276,0.25,429.55,0.0,1718.2,0.0
2277,0.25,446.85,0.0,1787.4,0.0
2278,0.25,665.7,0.0,2662.8,0.0
2279,0.25,930.25,0.0,3721.0,0.0
2280,0.25,1490.65,0.0,5962.6,0.0
2281,0.25,1162.55,0.0,4650.2,0.0
2282,0.25,867.3,0.0,3469.2,0.0
2283,0.25,636.65,0.0,2546.6,0.0
2284,0.25,660.95,0.0,2643.8,0.0
2285,0.25,1144.75,0.0,4579.0,0.0
2286,0.25,543.0,0.0,2172.0,0.0
2287,0.25,457.65,0.0,1830.6,0.0
2288,0.25,316.4,0.0,1265.6,0.0
2289,0.25,164.6,0.0,658.4,0.0
2290,0.25,43.1,0.0,172.4,0.0
2291,0.25,8.45,0.0,33.8,0.0
2292,0.25,3.15,0.0,12.6,0.0
2293,0.25,37.15,0.0,148.6,0.0
2294,0.25,1.15,0.0,4.6,0.0
2321,0.25,100.25,0.0,401.0,0.0
2322,0.25,165.85,0.0,663.4,0.0
2323,0.25,304.25,0.0,1217.0,0.0
2324,0.25,248.7,0.0,994.8,0.0
2325,0.25,243.05,0.0,972.2,0.0
2326,0.25,275.25,0.0,1101.0,0.0
2327,0.25,305.4,0.0,1221.6,0.0
2328,0.25,304.95,0.0,1219.8,0.0
2329,0.25,362.55,0.0,1450.2,0.0
2330,0.25,667.95,0.0,2671.8,0.0
2331,0.25,507.75,0.0,2031.0,0.0
2332,0.25,760.55,0.0,3042.2,0.0
2333,0.25,839.65,0.0,3358.6,0.0
2334,0.25,1114.35,1.0,4457.4,4.0
2335,0.25,1741.85,0.0,6967.4,0.0
2336,0.25,1190.1,0.0,4760.4,0.0
2337,0.25,670.25,0.0,2681.0,0.0
2338,0.25,572.9,0.0,2291.6,0.0
2339,0.25,1188.2,0.0,4752.8,0.0
2340,0.25,1309.2,0.0,5236.8,0.0
2341,0.25,491.35,0.0,1965.4,0.0
2342,0.25,590.55,0.0,2362.2,0.0
2343,0.25,199.35,0.0,797.4,0.0
2344,0.25,31.2,0.0,124.8,0.0
2345,0.25,170.2,0.0,680.8,0.0
2346,0.25,15.5,0.0,62.0,0.0
2347,0.25,20.05,0.0,80.2,0.0
2348,0.25,35.75,0.0,143.0,0.0
2375,0.25,1.9,0.0,7.6,0.0
2376,0.25,193.45,0.0,773.8,0.0
2377,0.25,467.8,0.0,1871.2,0.0
2378,0.25,463.45,0.0,1853.8,0.0
2379,0.25,311.4,0.0,1245.6,0.0
2380,0.25,412.65,0.0,1650.6,0.0
2381,0.25,237.05,0.0,948.2,0.0
2382,0.25,545.8,0.0,2183.2,0.0
2383,0.25,300.1,0.0,1200.4,0.0
2384,0.25,441.3,0.0,1765.2,0.0
2385,0.25,597.65,0.0,2390.6,0.0
2386,0.25,527.6,0.0,2110.4,0.0
2387,0.25,549.8,0.0,2199.2,0.0
2388,0.25,744.35,0.0,2977.4,0.0
2389,0.25,2648.05,0.0,10592.2,0.0
2390,0.25,2529.8,0.0,10119.2,0.0
2391,0.25,877.6,0.0,3510.4,0.0
2392,0.25,1150.5,0.0,4602.0,0.0
2393,0.25,1100.7,0.0,4402.8,0.0
2394,0.25,645.4,0.0,2581.6,0.0
2395,0.25,419.45,0.0,1677.8,0.0
2396,0.25,545.45,0.0,2181.8,0.0
2397,0.25,345.5,0.0,1382.0,0.0
2398,0.25,278.9,0.0,1115.6,0.0
2399,0.25,41.8,0.0,167.2,0.0
2400,0.25,41.0,0.0,164.0,0.0
2401,0.25,79.25,0.0,317.0,0.0
2402,0.25,11.65,0.0,46.6,0.0
2430,0.25,29.0,0.0,116.0,0.0
2431,0.25,319.5,0.0,1278.0,0.0
2432,0.25,1136.3,0.0,4545.2,0.0
2433,0.25,475.35,0.0,1901.4,0.0
2434,0.25,206.45,0.0,825.8,0.0
2435,0.25,110.05,0.0,440.2,0.0
2436,0.25,210.15,0.0,840.6,0.0
2437,0.25,473.9,0.0,1895.6,0.0
2438,0.25,293.65,0.0,1174.6,0.0
2439,0.25,319.0,0.0,1276.0,0.0
2440,0.25,584.8,0.0,2339.2,0.0
2441,0.25,524.75,0.0,2099.0,0.0
2442,0.25,496.15,0.0,1984.6,0.0
2443,0.25,546.9,0.0,2187.6,0.0
2444,0.25,902.85,0.0,3611.4,0.0
2445,0.25,1335.25,0.0,5341.0,0.0
2446,0.25,666.85,0.0,2667.4,0.0
2447,0.25,1093.75,0.0,4375.0,0.0
2448,0.25,1297.15,0.0,5188.6,0.0
2449,0.25,707.4,0.0,2829.6,0.0
2450,0.25,596.15,0.0,2384.6,0.0
2451,0.25,583.65,0.0,2334.6,0.0
2452,0.25,86.9,0.0,347.6,0.0
2453,0.25,54.8,0.0,219.2,0.0
2454,0.25,143.0,0.0,572.0,0.0
2455,0.25,437.15,0.0,1748.6,0.0
2456,0.25,102.35,0.0,409.4,0.0
2474,0.25,1.0,0.0,4.0,0.0
2485,0.25,66.4,0.0,265.6,0.0
2486,0.25,168.55,0.0,674.2,0.0
2487,0.25,259.9,0.0,1039.6,0.0
2488,0.25,958.75,0.0,3835.0,0.0
2489,0.25,69.9,0.0,279.6,0.0
2490,0.25,293.3,0.0,1173.2,0.0
2491,0.25,199.05,0.0,796.2,0.0
2492,0.25,340.55,0.0,1362.2,0.0
2493,0.25,221.65,0.0,886.6,0.0
2494,0.25,262.85,0.0,1051.4,0.0
2495,0.25,629.2,0.0,2516.8,0.0
2496,0.25,431.0,0.0,1724.0,0.0
2497,0.25,530.7,0.0,2122.8,0.0
2498,0.25,555.1,0.0,2220.4,0.0
2499,0.25,879.9,0.0,3519.6,0.0
2500,0.25,788.8,0.0,3155.2,0.0
2501,0.25,600.65,0.0,2402.6,0.0
2502,0.25,939.1,0.0,3756.4,0.0
2503,0.25,955.05,0.0,3820.2,0.0
2504,0.25,558.5,0.0,2234.0,0.0
2505,0.25,731.9,0.0,2927.6,0.0
2506,0.25,152.0,0.0,608.0,0.0
2507,0.25,48.15,0.0,192.6,0.0
2508,0.25,13.25,0.0,53.0,0.0
2509,0.25,152.25,0.0,609.0,0.0
2510,0.25,40.2,0.0,160.8,0.0
2530,0.25,1.2,0.0,4.8,0.0
2540,0.25,35.85,0.0,143.4,0.0
2541,0.25,89.85,0.0,359.4,0.0
2542,0.25,186.25,0.0,745.0,0.0
2543,0.25,363.45,0.0,1453.8,0.0
2544,0.25,112.65,0.0,450.6,0.0
2545,0.25,152.1,0.0,608.4,0.0
2546,0.25,190.75,0.0,763.0,0.0
2547,0.25,583.4,0.0,2333.6,0.0
2548,0.25,436.3,0.0,1745.2,0.0
2549,0.25,738.55,0.0,2954.2,0.0
2550,0.25,1099.15,0.0,4396.6,0.0
2551,0.25,857.95,0.0,3431.8,0.0
2552,0.25,935.1,0.0,3740.4,0.0
2553,0.25,819.95,0.0,3279.8,0.0
2554,0.25,1458.1,0.0,5832.4,0.0
2555,0.25,1647.65,0.0,6590.6,0.0
2556,0.25,863.7,0.0,3454.8,0.0
2557,0.25,980.3,0.0,3921.2,0.0
2558,0.25,954.55,0.0,3818.2,0.0
2559,0.25,698.45,0.0,2793.8,0.0
2560,0.25,450.3,0.0,1801.2,0.0
2561,0.25,490.4,0.0,1961.6,0.0
2562,0.25,40.6,0.0,162.4,0.0
2563,0.25,35.95,0.0,143.8,0.0
2564,0.25,27.75,0.0,111.0,0.0
2565,0.25,0.5,0.0,2.0,0.0
2595,0.25,5.9,0.0,23.6,0.0
2596,0.25,88.25,0.0,353.0,0.0
2597,0.25,245.35,0.0,981.4,0.0
2598,0.25,150.95,0.0,603.8,0.0
2599,0.25,181.6,0.0,726.4,0.0
2600,0.25,105.25,0.0,421.0,0.0
2601,0.25,165.55,0.0,662.2,0.0
2602,0.25,305.55,0.0,1222.2,0.0
2603,0.25,377.45,0.0,1509.8,0.0
2604,0.25,774.35,0.0,3097.4,0.0
2605,0.25,923.3,0.0,3693.2,0.0
2606,0.25,701.05,0.0,2804.2,0.0
2607,0.25,664.4,0.0,2657.6,0.0
2608,0.25,410.7,0.0,1642.8,0.0
2609,0.25,917.0,0.0,3668.0,0.0
2610,0.25,1165.45,0.0,4661.8,0.0
2611,0.25,904.2,0.0,3616.8,0.0
2612,0.25,697.1,0.0,2788.4,0.0
2613,0.25,620.1,0.0,2480.4,0.0
2614,0.25,311.65,0.0,1246.6,0.0
2615,0.25,385.4,0.0,1541.6,0.0
2616,0.25,103.15,0.0,412.6,0.0
2617,0.25,219.25,0.0,877.0,0.0
2618,0.25,60.45,0.0,241.8,0.0
2619,0.25,0.15,0.0,0.6,0.0
2651,0.25,42.7,0.0,170.8,0.0
2652,0.25,141.5,0.0,566.0,0.0
2653,0.25,278.1,0.0,1112.4,0.0
2654,0.25,191.6,0.0,766.4,0.0
2655,0.25,79.95,0.0,319.8,0.0
2656,0.25,120.9,0.0,483.6,0.0
2657,0.25,181.0,0.0,724.0,0.0
2658,0.25,616.15,1.0,2464.6,4.0
2659,0.25,2868.7,0.0,11474.8,0.0
2660,0.25,1235.15,0.0,4940.6,0.0
2661,0.25,976.0,0.0,3904.0,0.0
2662,0.25,976.1,0.0,3904.4,0.0
2663,0.25,547.7,0.0,2190.8,0.0
2664,0.25,961.4,0.0,3845.6,0.0
2665,0.25,1154.15,0.0,4616.6,0.0
2666,0.25,2133.15,0.0,8532.6,0.0
2667,0.25,600.75,0.0,2403.0,0.0
2668,0.25,673.7,0.0,2694.8,0.0
2669,0.25,321.35,0.0,1285.4,0.0
2670,0.25,144.15,0.0,576.6,0.0
2671,0.25,585.8,0.0,2343.2,0.0
2672,0.25,819.85,0.0,3279.4,0.0
2673,0.25,3.25,0.0,13.0,0.0
2674,0.25,0.5,0.0,2.0,0.0
2704,0.25,0.15,0.0,0.6,0.0
2706,0.25,63.65,0.0,254.6,0.0
2707,0.25,259.2,1.0,1036.8,4.0
2708,0.25,379.6,0.0,1518.4,0.0
