id_celda,area_km2,delitos_ponderados,cant_paradas,densidad_delitos,densidad_paradas
4628,0.0625,43.3,1.0,692.8,16.0
4629,0.0625,48.95,0.0,783.2,0.0
4630,0.0625,40.65,0.0,650.4,0.0
4631,0.0625,81.45,2.0,1303.2,32.0
4632,0.0625,40.9,0.0,654.4,0.0
4633,0.0625,24.65,0.0,394.4,0.0
4634,0.0625,33.1,1.0,529.6,16.0
4635,0.0625,72.05,1.0,1152.8,16.0
4636,0.0625,38.65,1.0,618.4,16.0
4637,0.0625,69.9,0.0,1118.4,0.0
4638,0.0625,88.75,1.0,1420.0,16.0
4639,0.0625,69.1,1.0,1105.6,16.0
4640,0.0625,57.95,2.0,927.2,32.0
4641,0.0625,38.15,2.0,610.4,32.0
4642,0.0625,32.4,0.0,518.4,0.0
4643,0.0625,29.95,0.0,479.2,0.0
4644,0.0625,48.25,2.0,772.0,32.0
4645,0.0625,40.25,5.0,644.0,80.0
4646,0.0625,52.6,1.0,841.6,16.0
4647,0.0625,140.35,2.0,2245.6,32.0
4648,0.0625,50.9,1.0,814.4,16.0
4649,0.0625,35.9,1.0,574.4,16.0
4650,0.0625,4.95,0.0,79.2,0.0
4651,0.0625,19.35,0.0,309.6,0.0
4652,0.0625,18.25,0.0,292.0,0.0
4653,0.0625,15.45,0.0,247.2,0.0
4654,0.0625,30.4,0.0,486.4,0.0
4655,0.0625,5.1,0.0,81.6,0.0
4656,0.0625,0.15,0.0,2.4,0.0
4660,0.0625,0.75,0.0,12.0,0.0
4671,0.0625,0.15,0.0,2.4,0.0
4700,0.0625,4.8,0.0,76.8,0.0
4701,0.0625,121.8,2.0,1948.8,32.0
4702,0.0625,56.35,1.0,901.6,16.0
4703,0.0625,42.55,0.0,680.8,0.0
4704,0.0625,73.25,2.0,1172.0,32.0
4705,0.0625,67.8,3.0,1084.8,48.0
4706,0.0625,46.7,4.0,747.2,64.0
4707,0.0625,84.85,2.0,1357.6,32.0
4708,0.0625,115.7,4.0,1851.2,64.0
4709,0.0625,6.35,0.0,101.6,0.0
4710,0.0625,30.75,1.0,492.0,16.0
4711,0.0625,52.95,0.0,847.2,0.0
4712,0.0625,98.35,0.0,1573.6,0.0
4713,0.0625,128.65,6.0,2058.4,96.0
4714,0.0625,88.6,0.0,1417.6,0.0
4715,0.0625,61.1,1.0,977.6,16.0
4716,0.0625,61.3,2.0,980.8,32.0
4717,0.0625,56.15,0.0,898.4,0.0
4718,0.0625,62.5,0.0,1000.0,0.0
4719,0.0625,72.75,0.0,1164.0,0.0
4720,0.0625,91.15,5.0,1458.4,80.0
4721,0.0625,54.95,0.0,879.2,0.0
4722,0.0625,52.55,0.0,840.8,0.0
4723,0.0625,69.35,2.0,1109.6,32.0
4724,0.0625,59.3,1.0,948.8,16.0
4725,0.0625,38.7,0.0,619.2,0.0
4726,0.0625,58.8,1.0,940.8,16.0
4727,0.0625,52.5,1.0,840.0,16.0
4728,0.0625,67.3,0.0,1076.8,0.0
4729,0.0625,43.4,0.0,694.4,0.0
4730,0.0625,61.55,0.0,984.8,0.0
4731,0.0625,82.05,6.0,1312.8,96.0
4732,0.0625,61.35,0.0,981.6,0.0
4733,0.0625,41.5,1.0,664.0,16.0
4734,0.0625,48.2,1.0,771.2,16.0
4735,0.0625,41.0,2.0,656.0,32.0
4736,0.0625,35.05,2.0,560.8,32.0
4737,0.0625,34.7,1.0,555.2,16.0
4738,0.0625,45.75,0.0,732.0,0.0
4739,0.0625,29.25,3.0,468.0,48.0
4740,0.0625,69.25,0.0,1108.0,0.0
4741,0.0625,76.35,1.0,1221.6,16.0
4742,0.0625,30.05,0.0,480.8,0.0
4743,0.0625,46.05,1.0,736.8,16.0
4744,0.0625,47.3,1.0,756.8,16.0
4745,0.0625,39.05,3.0,624.8,48.0
4746,0.0625,75.25,0.0,1204.0,0.0
4747,0.0625,56.55,0.0,904.8,0.0
4748,0.0625,95.9,5.0,1534.4,80.0
4749,0.0625,53.75,1.0,860.0,16.0
4750,0.0625,51.5,2.0,824.0,32.0
4751,0.0625,36.9,1.0,590.4,16.0
4752,0.0625,49.3,1.0,788.8,16.0
4753,0.0625,48.0,5.0,768.0,80.0
4754,0.0625,50.65,1.0,810.4,16.0
4755,0.0625,58.35,3.0,933.6,48.0
4756,0.0625,52.15,0.0,834.4,0.0
4757,0.0625,39.25,0.0,628.0,0.0
4758,0.0625,37.95,1.0,607.2,16.0
4759,0.0625,30.75,1.0,492.0,16.0
4760,0.0625,14.049999999999999,0.0,224.79999999999998,0.0
4761,0.0625,13.45,0.0,215.2,0.0
4762,0.0625,7.5,0.0,120.0,0.0
4763,0.0625,1.15,0.0,18.4,0.0
4764,0.0625,19.7,1.0,315.2,16.0
4765,0.0625,37.35,0.0,597.6,0.0
4766,0.0625,8.2,0.0,131.2,0.0
4767,0.0625,0.15,0.0,2.4,0.0
4808,0.0625,0.9,0.0,14.4,0.0
4809,0.0625,29.55,2.0,472.8,32.0
4810,0.0625,83.65,4.0,1338.4,64.0
4811,0.0625,78.65,1.0,1258.4,16.0
4812,0.0625,41.7,4.0,667.2,64.0
4813,0.0625,30.0,0.0,480.0,0.0
4814,0.0625,59.1,0.0,945.6,0.0
4815,0.0625,75.8,0.0,1212.8,0.0
4816,0.0625,73.95,6.0,1183.2,96.0
4817,0.0625,8.25,0.0,132.0,0.0
4818,0.0625,53.45,2.0,855.2,32.0
4819,0.0625,39.05,0.0,624.8,0.0
4820,0.0625,41.55,1.0,664.8,16.0
4821,0.0625,53.3,0.0,852.8,0.0
4822,0.0625,59.2,0.0,947.2,0.0
4823,0.0625,112.0,7.0,1792.0,112.0
4824,0.0625,58.8,0.0,940.8,0.0
4825,0.0625,70.55,2.0,1128.8,32.0
4826,0.0625,77.9,2.0,1246.4,32.0
4827,0.0625,54.15,1.0,866.4,16.0
4828,0.0625,54.35,0.0,869.6,0.0
4829,0.0625,157.35,5.0,2517.6,80.0
4830,0.0625,52.6,0.0,841.6,0.0
4831,0.0625,61.75,0.0,988.0,0.0
4832,0.0625,92.4,3.0,1478.4,48.0
4833,0.0625,58.6,0.0,937.6,0.0
4834,0.0625,51.05,1.0,816.8,16.0
4835,0.0625,30.2,1.0,483.2,16.0
4836,0.0625,60.85,1.0,973.6,16.0
4837,0.0625,52.45,0.0,839.2,0.0
4838,0.0625,74.0,0.0,1184.0,0.0
4839,0.0625,84.25,1.0,1348.0,16.0
4840,0.0625,45.15,0.0,722.4,0.0
4841,0.0625,61.8,2.0,988.8,32.0
4842,0.0625,44.05,0.0,704.8,0.0
4843,0.0625,35.75,0.0,572.0,0.0
4844,0.0625,34.45,2.0,551.2,32.0
4845,0.0625,44.5,0.0,712.0,0.0
4846,0.0625,40.65,1.0,650.4,16.0
4847,0.0625,31.25,0.0,500.0,0.0
4848,0.0625,39.1,2.0,625.6,32.0
4849,0.0625,52.6,0.0,841.6,0.0
4850,0.0625,87.3,1.0,1396.8,16.0
4851,0.0625,60.85,1.0,973.6,16.0
4852,0.0625,82.5,3.0,1320.0,48.0
4853,0.0625,47.1,0.0,753.6,0.0
4854,0.0625,41.95,3.0,671.2,48.0
4855,0.0625,42.0,0.0,672.0,0.0
4856,0.0625,40.85,2.0,653.6,32.0
4857,0.0625,72.7,1.0,1163.2,16.0
4858,0.0625,57.6,1.0,921.6,16.0
4859,0.0625,47.45,1.0,759.2,16.0
4860,0.0625,58.95,3.0,943.2,48.0
4861,0.0625,47.2,0.0,755.2,0.0
4862,0.0625,40.7,1.0,651.2,16.0
4863,0.0625,74.4,3.0,1190.4,48.0
4864,0.0625,52.25,0.0,836.0,0.0
4865,0.0625,55.85,0.0,893.6,0.0
4866,0.0625,45.4,0.0,726.4,0.0
4867,0.0625,43.1,1.0,689.6,16.0
4868,0.0625,43.0,0.0,688.0,0.0
4869,0.0625,16.85,0.0,269.6,0.0
4870,0.0625,1.8,0.0,28.8,0.0
4871,0.0625,1.0,0.0,16.0,0.0
4872,0.0625,14.799999999999999,0.0,236.79999999999998,0.0
4874,0.0625,1.75,0.0,28.0,0.0
4875,0.0625,4.55,1.0,72.8,16.0
4876,0.0625,64.89999999999999,2.0,1038.3999999999999,32.0
4877,0.0625,116.55,0.0,1864.8,0.0
4878,0.0625,0.75,0.0,12.0,0.0
4904,0.0625,2.0,0.0,32.0,0.0
4910,0.0625,0.15,0.0,2.4,0.0
4916,0.0625,0.3,0.0,4.8,0.0
4917,0.0625,44.4,1.0,710.4,16.0
4918,0.0625,3.3,0.0,52.8,0.0
4919,0.0625,25.8,1.0,412.8,16.0
4920,0.0625,63.55,4.0,1016.8,64.0
4921,0.0625,62.6,0.0,1001.6,0.0
4922,0.0625,31.85,0.0,509.6,0.0
4923,0.0625,54.2,0.0,867.2,0.0
4924,0.0625,31.65,1.0,506.4,16.0
4926,0.0625,14.05,0.0,224.8,0.0
4927,0.0625,35.35,0.0,565.6,0.0
4928,0.0625,80.2,5.0,1283.2,80.0
4929,0.0625,61.85,1.0,989.6,16.0
4930,0.0625,35.1,0.0,561.6,0.0
4931,0.0625,60.8,1.0,972.8,16.0
4932,0.0625,62.8,0.0,1004.8,0.0
4933,0.0625,97.85,7.0,1565.6,112.0
4934,0.0625,102.15,0.0,1634.4,0.0
4935,0.0625,66.75,3.0,1068.0,48.0
4936,0.0625,40.75,0.0,652.0,0.0
4937,0.0625,53.85,2.0,861.6,32.0
4938,0.0625,82.15,6.0,1314.4,96.0
4939,0.0625,64.05,0.0,1024.8,0.0
4940,0.0625,53.8,0.0,860.8,0.0
4941,0.0625,46.55,0.0,744.8,0.0
4942,0.0625,41.0,1.0,656.0,16.0
4943,0.0625,43.1,1.0,689.6,16.0
4944,0.0625,57.2,2.0,915.2,32.0
4945,0.0625,37.6,1.0,601.6,16.0
4946,0.0625,63.45,1.0,1015.2,16.0
4947,0.0625,56.7,0.0,907.2,0.0
4948,0.0625,55.15,1.0,882.4,16.0
4949,0.0625,39.05,0.0,624.8,0.0
4950,0.0625,80.85,0.0,1293.6,0.0
4951,0.0625,57.0,1.0,912.0,16.0
4952,0.0625,44.95,1.0,719.2,16.0
4953,0.0625,24.6,0.0,393.6,0.0
4954,0.0625,35.35,2.0,565.6,32.0
4955,0.0625,70.8,1.0,1132.8,16.0
4956,0.0625,57.7,2.0,923.2,32.0
4957,0.0625,51.3,1.0,820.8,16.0
4958,0.0625,53.65,0.0,858.4,0.0
4959,0.0625,83.0,0.0,1328.0,0.0
4960,0.0625,117.9,3.0,1886.4,48.0
4961,0.0625,50.1,1.0,801.6,16.0
4962,0.0625,39.75,0.0,636.0,0.0
4963,0.0625,51.05,2.0,816.8,32.0
4964,0.0625,64.95,4.0,1039.2,64.0
4965,0.0625,37.75,0.0,604.0,0.0
4966,0.0625,37.85,0.0,605.6,0.0
4967,0.0625,65.35,4.0,1045.6,64.0
4968,0.0625,80.05,2.0,1280.8,32.0
4969,0.0625,47.95,2.0,767.2,32.0
4970,0.0625,30.25,0.0,484.0,0.0
4971,0.0625,76.65,3.0,1226.4,48.0
4972,0.0625,48.1,0.0,769.6,0.0
4973,0.0625,52.1,0.0,833.6,0.0
4974,0.0625,35.3,0.0,564.8,0.0
4975,0.0625,53.55,0.0,856.8,0.0
4976,0.0625,45.25,0.0,724.0,0.0
4977,0.0625,42.7,0.0,683.2,0.0
4978,0.0625,20.8,1.0,332.8,16.0
4979,0.0625,3.35,0.0,53.6,0.0
4981,0.0625,0.75,0.0,12.0,0.0
4982,0.0625,4.0,0.0,64.0,0.0
4983,0.0625,3.6,2.0,57.6,32.0
4984,0.0625,115.0,3.0,1840.0,48.0
4985,0.0625,78.95,3.0,1263.2,48.0
4986,0.0625,33.45,0.0,535.2,0.0
4987,0.0625,4.1,0.0,65.6,0.0
5024,0.0625,0.5,0.0,8.0,0.0
5025,0.0625,116.3,1.0,1860.8,16.0
5026,0.0625,133.1,0.0,2129.6,0.0
5027,0.0625,60.15,0.0,962.4,0.0
5028,0.0625,21.0,1.0,336.0,16.0
5029,0.0625,79.95,6.0,1279.2,96.0
5030,0.0625,150.5,4.0,2408.0,64.0
5031,0.0625,63.3,1.0,1012.8,16.0
5032,0.0625,47.95,0.0,767.2,0.0
5034,0.0625,8.3,0.0,132.8,0.0
5035,0.0625,19.349999999999998,0.0,309.59999999999997,0.0
5036,0.0625,20.55,1.0,328.8,16.0
5037,0.0625,47.85,1.0,765.6,16.0
5038,0.0625,48.55,1.0,776.8,16.0
5039,0.0625,64.25,0.0,1028.0,0.0
5040,0.0625,48.25,1.0,772.0,16.0
5041,0.0625,62.35,0.0,997.6,0.0
5042,0.0625,80.9,0.0,1294.4,0.0
5043,0.0625,89.2,6.0,1427.2,96.0
5044,0.0625,57.05,0.0,912.8,0.0
5045,0.0625,42.6,0.0,681.6,0.0
5046,0.0625,58.65,1.0,938.4,16.0
5047,0.0625,88.15,0.0,1410.4,0.0
5048,0.0625,96.7,5.0,1547.2,80.0
5049,0.0625,26.35,0.0,421.6,0.0
5050,0.0625,38.0,0.0,608.0,0.0
5051,0.0625,65.1,1.0,1041.6,16.0
5052,0.0625,123.85,4.0,1981.6,64.0
5053,0.0625,30.9,0.0,494.4,0.0
5054,0.0625,47.3,0.0,756.8,0.0
5055,0.0625,64.3,4.0,1028.8,64.0
5056,0.0625,61.1,1.0,977.6,16.0
5057,0.0625,63.05,0.0,1008.8,0.0
5058,0.0625,36.95,0.0,591.2,0.0
5059,0.0625,59.9,2.0,958.4,32.0
5060,0.0625,63.35,2.0,1013.6,32.0
5061,0.0625,41.85,2.0,669.6,32.0
5062,0.0625,37.55,0.0,600.8,0.0
5063,0.0625,41.85,0.0,669.6,0.0
5064,0.0625,47.15,2.0,754.4,32.0
5065,0.0625,116.65,2.0,1866.4,32.0
5066,0.0625,113.3,1.0,1812.8,16.0
5067,0.0625,138.15,1.0,2210.4,16.0
5068,0.0625,56.35,0.0,901.6,0.0
5069,0.0625,69.85,2.0,1117.6,32.0
5070,0.0625,33.65,0.0,538.4,0.0
5071,0.0625,63.8,0.0,1020.8,0.0
5072,0.0625,39.8,1.0,636.8,16.0
5073,0.0625,49.45,3.0,791.2,48.0
5074,0.0625,55.05,1.0,880.8,16.0
5075,0.0625,38.55,1.0,616.8,16.0
5076,0.0625,55.4,1.0,886.4,16.0
5077,0.0625,84.1,1.0,1345.6,16.0
5078,0.0625,47.45,0.0,759.2,0.0
5079,0.0625,68.15,1.0,1090.4,16.0
5080,0.0625,50.0,0.0,800.0,0.0
5081,0.0625,56.0,1.0,896.0,16.0
5082,0.0625,59.15,0.0,946.4,0.0
5083,0.0625,55.75,2.0,892.0,32.0
5084,0.0625,50.55,0.0,808.8,0.0
5085,0.0625,56.65,0.0,906.4,0.0
5086,0.0625,39.85,1.0,637.6,16.0
5087,0.0625,71.75,1.0,1148.0,16.0
5088,0.0625,13.45,0.0,215.2,0.0
5089,0.0625,11.65,0.0,186.4,0.0
5090,0.0625,14.8,0.0,236.8,0.0
5091,0.0625,33.1,1.0,529.6,16.0
5092,0.0625,60.1,1.0,961.6,16.0
5093,0.0625,50.35,0.0,805.6,0.0
5094,0.0625,39.15,4.0,626.4,64.0
5095,0.0625,40.25,0.0,644.0,0.0
5096,0.0625,29.0,0.0,464.0,0.0
5097,0.0625,0.75,0.0,12.0,0.0
5132,0.0625,1.45,0.0,23.2,0.0
5133,0.0625,60.0,1.0,960.0,16.0
5134,0.0625,84.75,0.0,1356.0,0.0
5135,0.0625,88.05,2.0,1408.8,32.0
5136,0.0625,28.0,3.0,448.0,48.0
5137,0.0625,236.55,4.0,3784.8,64.0
5138,0.0625,23.9,4.0,382.4,64.0
5139,0.0625,69.8,1.0,1116.8,16.0
5140,0.0625,320.1,4.0,5121.6,64.0
5141,0.0625,17.8,0.0,284.8,0.0
5142,0.0625,9.55,0.0,152.8,0.0
5143,0.0625,30.55,0.0,488.8,0.0
5144,0.0625,21.45,1.0,343.2,16.0
5145,0.0625,41.1,2.0,657.6,32.0
5146,0.0625,43.5,0.0,696.0,0.0
5147,0.0625,44.5,0.0,712.0,0.0
5148,0.0625,66.55,4.0,1064.8,64.0
5149,0.0625,56.0,0.0,896.0,0.0
5150,0.0625,40.0,0.0,640.0,0.0
5151,0.0625,62.699999999999996,0.0,1003.1999999999999,0.0
5152,0.0625,69.6,1.0,1113.6,16.0
5153,0.0625,100.85,3.0,1613.6,48.0
5154,0.0625,59.35,2.0,949.6,32.0
5155,0.0625,59.1,0.0,945.6,0.0
5156,0.0625,41.05,2.0,656.8,32.0
5157,0.0625,108.85,4.0,1741.6,64.0
5158,0.0625,41.5,0.0,664.0,0.0
5159,0.0625,40.35,0.0,645.6,0.0
5160,0.0625,50.95,3.0,815.2,48.0
5161,0.0625,49.45,2.0,791.2,32.0
5162,0.0625,51.45,0.0,823.2,0.0
5163,0.0625,58.85,0.0,941.6,0.0
5164,0.0625,62.85,3.0,1005.6,48.0
5165,0.0625,72.65,2.0,1162.4,32.0
5166,0.0625,42.7,0.0,683.2,0.0
5167,0.0625,48.95,1.0,783.2,16.0
5168,0.0625,36.95,1.0,591.2,16.0
5169,0.0625,73.8,1.0,1180.8,16.0
5170,0.0625,54.85,0.0,877.6,0.0
5171,0.0625,27.25,0.0,436.0,0.0
5172,0.0625,26.9,0.0,430.4,0.0
5173,0.0625,54.35,0.0,869.6,0.0
5174,0.0625,84.3,2.0,1348.8,32.0
5175,0.0625,100.55,3.0,1608.8,48.0
5176,0.0625,69.75,0.0,1116.0,0.0
5177,0.0625,44.9,0.0,718.4,0.0
5178,0.0625,72.7,1.0,1163.2,16.0
5179,0.0625,29.45,4.0,471.2,64.0
5180,0.0625,54.5,1.0,872.0,16.0
5181,0.0625,32.25,0.0,516.0,0.0
5182,0.0625,43.15,0.0,690.4,0.0
5183,0.0625,43.25,6.0,692.0,96.0
5184,0.0625,38.75,1.0,620.0,16.0
5185,0.0625,37.1,0.0,593.6,0.0
5186,0.0625,62.2,0.0,995.2,0.0
5187,0.0625,116.85,3.0,1869.6,48.0
5188,0.0625,78.0,0.0,1248.0,0.0
5189,0.0625,76.8,1.0,1228.8,16.0
5190,0.0625,53.7,1.0,859.2,16.0
5191,0.0625,44.95,0.0,719.2,0.0
5192,0.0625,64.15,0.0,1026.4,0.0
5193,0.0625,67.05,0.0,1072.8,0.0
5194,0.0625,50.75,1.0,812.0,16.0
5195,0.0625,31.7,1.0,507.2,16.0
5196,0.0625,47.1,1.0,753.6,16.0
5197,0.0625,37.75,1.0,604.0,16.0
5198,0.0625,15.2,0.0,243.2,0.0
5199,0.0625,15.45,1.0,247.2,16.0
5200,0.0625,22.15,0.0,354.4,0.0
5201,0.0625,93.55,4.0,1496.8,64.0
5202,0.0625,68.75,1.0,1100.0,16.0
5203,0.0625,49.25,2.0,788.0,32.0
5204,0.0625,50.1,2.0,801.6,32.0
5205,0.0625,68.65,0.0,1098.4,0.0
5206,0.0625,8.15,0.0,130.4,0.0
5240,0.0625,0.5,0.0,8.0,0.0
5241,0.0625,93.3,0.0,1492.8,0.0
5242,0.0625,66.1,1.0,1057.6,16.0
5243,0.0625,250.6,1.0,4009.6,16.0
5244,0.0625,64.8,2.0,1036.8,32.0
5245,0.0625,146.4,4.0,2342.4,64.0
5246,0.0625,10.75,2.0,172.0,32.0
5247,0.0625,846.45,0.0,13543.2,0.0
5248,0.0625,25.8,0.0,412.8,0.0
5249,0.0625,102.15,0.0,1634.4,0.0
5250,0.0625,112.7,6.0,1803.2,96.0
5251,0.0625,37.25,0.0,596.0,0.0
5252,0.0625,25.65,1.0,410.4,16.0
5253,0.0625,40.7,0.0,651.2,0.0
5254,0.0625,55.05,2.0,880.8,32.0
5255,0.0625,50.8,1.0,812.8,16.0
5256,0.0625,57.35,0.0,917.6,0.0
5257,0.0625,57.1,0.0,913.6,0.0
5258,0.0625,71.9,4.0,1150.4,64.0
5259,0.0625,49.9,0.0,798.4,0.0
5260,0.0625,36.65,0.0,586.4,0.0
5261,0.0625,58.75,3.0,940.0,48.0
5262,0.0625,87.9,1.0,1406.4,16.0
5263,0.0625,53.6,0.0,857.6,0.0
5264,0.0625,40.35,1.0,645.6,16.0
5265,0.0625,67.45,2.0,1079.2,32.0
5266,0.0625,106.4,4.0,1702.4,64.0
5267,0.0625,35.3,0.0,564.8,0.0
5268,0.0625,50.2,1.0,803.2,16.0
5269,0.0625,39.75,0.0,636.0,0.0
5270,0.0625,65.55,1.0,1048.8,16.0
5271,0.0625,144.75,4.0,2316.0,64.0
5272,0.0625,67.8,1.0,1084.8,16.0
5273,0.0625,71.2,0.0,1139.2,0.0
5274,0.0625,36.8,2.0,588.8,32.0
5275,0.0625,34.35,2.0,549.6,32.0
5276,0.0625,61.4,2.0,982.4,32.0
5277,0.0625,54.55,0.0,872.8,0.0
5278,0.0625,49.7,0.0,795.2,0.0
5279,0.0625,56.7,1.0,907.2,16.0
5280,0.0625,49.3,2.0,788.8,32.0
5281,0.0625,57.95,1.0,927.2,16.0
5282,0.0625,63.4,1.0,1014.4,16.0
5283,0.0625,54.3,5.0,868.8,80.0
5284,0.0625,81.25,2.0,1300.0,32.0
5285,0.0625,67.7,2.0,1083.2,32.0
5286,0.0625,67.2,2.0,1075.2,32.0
5287,0.0625,93.55,2.0,1496.8,32.0
5289,0.0625,6.55,0.0,104.8,0.0
5290,0.0625,32.45,0.0,519.2,0.0
5291,0.0625,35.35,1.0,565.6,16.0
5292,0.0625,33.75,1.0,540.0,16.0
5293,0.0625,52.85,2.0,845.6,32.0
5294,0.0625,48.3,0.0,772.8,0.0
5295,0.0625,67.75,2.0,1084.0,32.0
5296,0.0625,41.1,0.0,657.6,0.0
5297,0.0625,72.2,3.0,1155.2,48.0
5298,0.0625,64.35,1.0,1029.6,16.0
5299,0.0625,75.35,0.0,1205.6,0.0
5300,0.0625,52.85,2.0,845.6,32.0
5301,0.0625,67.35,3.0,1077.6,48.0
5302,0.0625,97.7,3.0,1563.2,48.0
5303,0.0625,49.9,2.0,798.4,32.0
5304,0.0625,38.4,0.0,614.4,0.0
5305,0.0625,47.85,0.0,765.6,0.0
5306,0.0625,56.4,2.0,902.4,32.0
5307,0.0625,34.2,1.0,547.2,16.0
5308,0.0625,33.95,2.0,543.2,32.0
5309,0.0625,43.8,2.0,700.8,32.0
5310,0.0625,77.75,4.0,1244.0,64.0
5311,0.0625,43.85,1.0,701.6,16.0
5312,0.0625,58.55,4.0,936.8,64.0
5313,0.0625,44.6,3.0,713.6,48.0
5314,0.0625,64.25,2.0,1028.0,32.0
5315,0.0625,27.5,0.0,440.0,0.0
5347,0.0625,0.3,0.0,4.8,0.0
5349,0.0625,51.0,1.0,816.0,16.0
5350,0.0625,90.1,0.0,1441.6,0.0
5351,0.0625,141.2,0.0,2259.2,0.0
5352,0.0625,98.25,1.0,1572.0,16.0
5353,0.0625,139.45,6.0,2231.2,96.0
5354,0.0625,7.15,1.0,114.4,16.0
5355,0.0625,9.2,0.0,147.2,0.0
5356,0.0625,158.7,0.0,2539.2,0.0
5357,0.0625,153.55,0.0,2456.8,0.0
5358,0.0625,96.1,0.0,1537.6,0.0
5359,0.0625,58.5,1.0,936.0,16.0
5360,0.0625,75.75,3.0,1212.0,48.0
5361,0.0625,58.9,0.0,942.4,0.0
5362,0.0625,43.6,1.0,697.6,16.0
5363,0.0625,47.75,1.0,764.0,16.0
5364,0.0625,50.8,3.0,812.8,48.0
5365,0.0625,42.05,4.0,672.8,64.0
5366,0.0625,61.6,2.0,985.6,32.0
5367,0.0625,44.05,2.0,704.8,32.0
5368,0.0625,96.95,6.0,1551.2,96.0
5369,0.0625,47.9,3.0,766.4,48.0
5370,0.0625,59.3,0.0,948.8,0.0
5371,0.0625,47.4,1.0,758.4,16.0
5372,0.0625,87.2,1.0,1395.2,16.0
5373,0.0625,37.95,0.0,607.2,0.0
5374,0.0625,39.85,0.0,637.6,0.0
5375,0.0625,111.95,6.0,1791.2,96.0
5376,0.0625,104.0,3.0,1664.0,48.0
5377,0.0625,53.9,1.0,862.4,16.0
5378,0.0625,60.15,0.0,962.4,0.0
5379,0.0625,78.1,3.0,1249.6,48.0
5380,0.0625,72.95,3.0,1167.2,48.0
5381,0.0625,67.2,1.0,1075.2,16.0
5382,0.0625,49.85,1.0,797.6,16.0
5383,0.0625,46.3,0.0,740.8,0.0
5384,0.0625,45.9,1.0,734.4,16.0
5385,0.0625,70.55,3.0,1128.8,48.0
5386,0.0625,37.9,0.0,606.4,0.0
5387,0.0625,53.8,0.0,860.8,0.0
5388,0.0625,36.8,0.0,588.8,0.0
5389,0.0625,63.75,2.0,1020.0,32.0
5390,0.0625,75.4,2.0,1206.4,32.0
5391,0.0625,54.15,2.0,866.4,32.0
5392,0.0625,58.0,0.0,928.0,0.0
5393,0.0625,81.35,2.0,1301.6,32.0
5394,0.0625,68.65,1.0,1098.4,16.0
5395,0.0625,74.8,0.0,1196.8,0.0
5396,0.0625,76.1,0.0,1217.6,0.0
5397,0.0625,8.85,0.0,141.6,0.0
5398,0.0625,1.0,0.0,16.0,0.0
5399,0.0625,19.8,0.0,316.8,0.0
5400,0.0625,18.5,1.0,296.0,16.0
5401,0.0625,37.0,0.0,592.0,0.0
5402,0.0625,40.05,1.0,640.8,16.0
5403,0.0625,70.55,3.0,1128.8,48.0
5404,0.0625,54.5,0.0,872.0,0.0
5405,0.0625,43.3,0.0,692.8,0.0
5406,0.0625,67.35,0.0,1077.6,0.0
5407,0.0625,73.55,2.0,1176.8,32.0
5408,0.0625,114.35,3.0,1829.6,48.0
5409,0.0625,118.3,6.0,1892.8,96.0
5410,0.0625,86.65,4.0,1386.4,64.0
5411,0.0625,98.6,2.0,1577.6,32.0
5412,0.0625,71.95,0.0,1151.2,0.0
5413,0.0625,51.95,0.0,831.2,0.0
5414,0.0625,48.9,0.0,782.4,0.0
5415,0.0625,35.65,0.0,570.4,0.0
5416,0.0625,39.1,3.0,625.6,48.0
5417,0.0625,58.75,3.0,940.0,48.0
5418,0.0625,55.8,1.0,892.8,16.0
5419,0.0625,75.95,5.0,1215.2,80.0
5420,0.0625,60.8,2.0,972.8,32.0
5421,0.0625,68.6,2.0,1097.6,32.0
5422,0.0625,52.15,1.0,834.4,16.0
5423,0.0625,12.8,0.0,204.8,0.0
5424,0.0625,113.5,0.0,1816.0,0.0
5425,0.0625,6.9,0.0,110.4,0.0
5452,0.0625,0.3,0.0,4.8,0.0
5456,0.0625,1.0,0.0,16.0,0.0
5457,0.0625,4.75,0.0,76.0,0.0
5458,0.0625,205.2,0.0,3283.2,0.0
5459,0.0625,16.45,0.0,263.2,0.0
5460,0.0625,0.6,1.0,9.6,16.0
5461,0.0625,125.95,6.0,2015.2,96.0
5462,0.0625,15.5,0.0,248.0,0.0
5463,0.0625,58.1,0.0,929.6,0.0
5464,0.0625,75.7,0.0,1211.2,0.0
5465,0.0625,108.65,0.0,1738.4,0.0
5466,0.0625,74.45,0.0,1191.2,0.0
5467,0.0625,82.0,2.0,1312.0,32.0
5468,0.0625,51.75,1.0,828.0,16.0
5469,0.0625,27.95,0.0,447.2,0.0
5470,0.0625,65.3,2.0,1044.8,32.0
5471,0.0625,39.2,1.0,627.2,16.0
5472,0.0625,55.8,1.0,892.8,16.0
5473,0.0625,35.2,0.0,563.2,0.0
5474,0.0625,40.5,1.0,648.0,16.0
5475,0.0625,59.95,3.0,959.2,48.0
5476,0.0625,42.7,2.0,683.2,32.0
5477,0.0625,75.85,0.0,1213.6,0.0
5478,0.0625,68.95,1.0,1103.2,16.0
5479,0.0625,39.85,0.0,637.6,0.0
5480,0.0625,60.6,0.0,969.6,0.0
5481,0.0625,62.7,6.0,1003.2,96.0
5482,0.0625,96.4,3.0,1542.4,48.0
5483,0.0625,66.6,2.0,1065.6,32.0
5484,0.0625,91.35,9.0,1461.6,144.0
